team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,FENERBAHÇE BEKO,208.1,241.0,"[79, 89, 92, 95, 100]",79|89|92|95|100,6,6,6,6,5,1,100.0,83.33333333333333,2,08:51:00,2,06:29:00,28,19,34,24,Unknownx5,5,79|89|92|95|100,1:79|1:89|1:92|1:95|1:100,"[79, 89, 92, 95, 100]","['1:79', '1:89', '1:92', '1:95', '1:100']","['T. Biberoviç', 'O. Bitim', 'N. Melli', 'D. Hall', 'S. Vilbekin']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,241.1,275.0,"[76, 79, 90, 92, 94]",76|79|90|92|94,7,7,7,2,6,-4,28.571428571428573,85.71428571428571,2,06:29:00,2,03:45:00,34,24,36,30,Unknownx5,5,76|79|90|92|94,1:76|1:79|1:90|1:92|1:94,"[76, 79, 90, 92, 94]","['1:76', '1:79', '1:90', '1:92', '1:94']","['M. Mahmutoglu', 'T. Biberoviç', 'A. Zagars', 'N. Melli', 'W. Baldwin Iv']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,275.1,290.0,"[78, 90, 92, 94, 98]",78|90|92|94|98,1,1,1,0,0,0,0.0,0.0,2,03:45:00,2,03:17:00,36,30,36,30,Unknownx5,5,78|90|92|94|98,1:78|1:90|1:92|1:94|1:98,"[78, 90, 92, 94, 98]","['1:78', '1:90', '1:92', '1:94', '1:98']","['M. Eksioglu', 'A. Zagars', 'N. Melli', 'W. Baldwin Iv', 'M. Jantunen']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,290.1,306.0,"[78, 92, 94, 98, 100]",78|92|94|98|100,4,4,5,0,3,-3,0.0,60.0,2,03:17:00,2,02:18:00,36,30,36,33,Unknownx5,5,78|92|94|98|100,1:78|1:92|1:94|1:98|1:100,"[78, 92, 94, 98, 100]","['1:78', '1:92', '1:94', '1:98', '1:100']","['M. Eksioglu', 'N. Melli', 'W. Baldwin Iv', 'M. Jantunen', 'S. Vilbekin']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,306.1,339.0,"[78, 79, 92, 95, 100]",78|79|92|95|100,4,4,4,4,4,0,100.0,100.0,2,02:18:00,2,00:43:70,36,33,40,37,Unknownx5,5,78|79|92|95|100,1:78|1:79|1:92|1:95|1:100,"[78, 79, 92, 95, 100]","['1:78', '1:79', '1:92', '1:95', '1:100']","['M. Eksioglu', 'T. Biberoviç', 'N. Melli', 'D. Hall', 'S. Vilbekin']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,339.1,351.0,"[79, 91, 94, 95, 100]",79|91|94|95|100,2,2,2,3,1,2,150.0,50.0,2,00:43:70,2,00:36:30,40,37,43,38,Unknownx5,5,79|91|94|95|100,1:79|1:91|1:94|1:95|1:100,"[79, 91, 94, 95, 100]","['1:79', '1:91', '1:94', '1:95', '1:100']","['T. Biberoviç', 'K. Birch', 'W. Baldwin Iv', 'D. Hall', 'S. Vilbekin']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,351.1,364.0,"[78, 79, 91, 95, 100]",78|79|91|95|100,1,1,1,0,0,0,0.0,0.0,2,00:36:30,2,00:20:40,43,38,43,38,Unknownx5,5,78|79|91|95|100,1:78|1:79|1:91|1:95|1:100,"[78, 79, 91, 95, 100]","['1:78', '1:79', '1:91', '1:95', '1:100']","['M. Eksioglu', 'T. Biberoviç', 'K. Birch', 'D. Hall', 'S. Vilbekin']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,364.1,374.0,"[79, 91, 94, 95, 100]",79|91|94|95|100,0,0,0,0,0,0,,,2,00:20:40,3,10:00:00,43,38,43,38,Unknownx5,5,79|91|94|95|100,1:79|1:91|1:94|1:95|1:100,"[79, 91, 94, 95, 100]","['1:79', '1:91', '1:94', '1:95', '1:100']","['T. Biberoviç', 'K. Birch', 'W. Baldwin Iv', 'D. Hall', 'S. Vilbekin']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,374.1,428.0,"[77, 89, 91, 95, 100]",77|89|91|95|100,9,9,9,9,4,5,100.0,44.44444444444444,3,10:00:00,3,05:43:00,43,38,52,42,Unknownx5,5,77|89|91|95|100,1:77|1:89|1:91|1:95|1:100,"[77, 89, 91, 95, 100]","['1:77', '1:89', '1:91', '1:95', '1:100']","['J. Birsen', 'O. Bitim', 'K. Birch', 'D. Hall', 'S. Vilbekin']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,428.1,483.0,"[77, 89, 90, 94, 98]",77|89|90|94|98,8,8,7,5,6,-1,62.5,85.71428571428571,3,05:43:00,3,02:54:00,52,42,57,48,Unknownx5,5,77|89|90|94|98,1:77|1:89|1:90|1:94|1:98,"[77, 89, 90, 94, 98]","['1:77', '1:89', '1:90', '1:94', '1:98']","['J. Birsen', 'O. Bitim', 'A. Zagars', 'W. Baldwin Iv', 'M. Jantunen']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,483.1,494.0,"[77, 79, 90, 94, 98]",77|79|90|94|98,1,1,1,2,0,2,200.0,0.0,3,02:54:00,3,02:26:00,57,48,59,48,Unknownx5,5,77|79|90|94|98,1:77|1:79|1:90|1:94|1:98,"[77, 79, 90, 94, 98]","['1:77', '1:79', '1:90', '1:94', '1:98']","['J. Birsen', 'T. Biberoviç', 'A. Zagars', 'W. Baldwin Iv', 'M. Jantunen']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,494.1,508.0,"[76, 77, 79, 94, 98]",76|77|79|94|98,1,1,2,2,0,2,200.0,0.0,3,02:26:00,3,01:51:00,59,48,61,48,Unknownx5,5,76|77|79|94|98,1:76|1:77|1:79|1:94|1:98,"[76, 77, 79, 94, 98]","['1:76', '1:77', '1:79', '1:94', '1:98']","['M. Mahmutoglu', 'J. Birsen', 'T. Biberoviç', 'W. Baldwin Iv', 'M. Jantunen']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,508.1,523.0,"[76, 77, 78, 79, 98]",76|77|78|79|98,2,2,2,0,2,-2,0.0,100.0,3,01:51:00,3,00:51:90,61,48,61,50,Unknownx5,5,76|77|78|79|98,1:76|1:77|1:78|1:79|1:98,"[76, 77, 78, 79, 98]","['1:76', '1:77', '1:78', '1:79', '1:98']","['M. Mahmutoglu', 'J. Birsen', 'M. Eksioglu', 'T. Biberoviç', 'M. Jantunen']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,523.1,553.0,"[76, 78, 79, 92, 98]",76|78|79|92|98,5,5,5,7,2,5,140.0,40.0,3,00:51:90,4,08:55:00,61,50,68,52,Unknownx5,5,76|78|79|92|98,1:76|1:78|1:79|1:92|1:98,"[76, 78, 79, 92, 98]","['1:76', '1:78', '1:79', '1:92', '1:98']","['M. Mahmutoglu', 'M. Eksioglu', 'T. Biberoviç', 'N. Melli', 'M. Jantunen']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,553.1,563.0,"[76, 77, 78, 79, 92]",76|77|78|79|92,2,2,1,3,2,1,150.0,200.0,4,08:55:00,4,08:41:00,68,52,71,54,Unknownx5,5,76|77|78|79|92,1:76|1:77|1:78|1:79|1:92,"[76, 77, 78, 79, 92]","['1:76', '1:77', '1:78', '1:79', '1:92']","['M. Mahmutoglu', 'J. Birsen', 'M. Eksioglu', 'T. Biberoviç', 'N. Melli']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,563.1,575.0,"[76, 77, 78, 79, 91]",76|77|78|79|91,2,2,2,6,3,3,300.0,150.0,4,08:41:00,4,07:37:00,71,54,77,57,Unknownx5,5,76|77|78|79|91,1:76|1:77|1:78|1:79|1:91,"[76, 77, 78, 79, 91]","['1:76', '1:77', '1:78', '1:79', '1:91']","['M. Mahmutoglu', 'J. Birsen', 'M. Eksioglu', 'T. Biberoviç', 'K. Birch']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,575.1,596.0,"[76, 77, 79, 90, 91]",76|77|79|90|91,2,2,3,0,2,-2,0.0,66.66666666666667,4,07:37:00,4,06:33:00,77,57,77,59,Unknownx5,5,76|77|79|90|91,1:76|1:77|1:79|1:90|1:91,"[76, 77, 79, 90, 91]","['1:76', '1:77', '1:79', '1:90', '1:91']","['M. Mahmutoglu', 'J. Birsen', 'T. Biberoviç', 'A. Zagars', 'K. Birch']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,596.1,609.0,"[76, 77, 89, 90, 91]",76|77|89|90|91,2,2,2,0,1,-1,0.0,50.0,4,06:33:00,4,05:54:00,77,59,77,60,Unknownx5,5,76|77|89|90|91,1:76|1:77|1:89|1:90|1:91,"[76, 77, 89, 90, 91]","['1:76', '1:77', '1:89', '1:90', '1:91']","['M. Mahmutoglu', 'J. Birsen', 'O. Bitim', 'A. Zagars', 'K. Birch']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,609.1,638.0,"[78, 89, 90, 91, 92]",78|89|90|91|92,4,4,3,3,2,1,75.0,66.66666666666667,4,05:54:00,4,04:17:00,77,60,80,62,Unknownx5,5,78|89|90|91|92,1:78|1:89|1:90|1:91|1:92,"[78, 89, 90, 91, 92]","['1:78', '1:89', '1:90', '1:91', '1:92']","['M. Eksioglu', 'O. Bitim', 'A. Zagars', 'K. Birch', 'N. Melli']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,638.1,648.0,"[76, 77, 78, 89, 92]",76|77|78|89|92,1,1,1,0,0,0,0.0,0.0,4,04:17:00,4,03:51:00,80,62,80,62,Unknownx5,5,76|77|78|89|92,1:76|1:77|1:78|1:89|1:92,"[76, 77, 78, 89, 92]","['1:76', '1:77', '1:78', '1:89', '1:92']","['M. Mahmutoglu', 'J. Birsen', 'M. Eksioglu', 'O. Bitim', 'N. Melli']",FENERBAHÇE BEKO
1,FENERBAHÇE BEKO,648.1,702.0,"[76, 77, 78, 89, 98]",76|77|78|89|98,10,10,11,7,11,-4,70.0,100.0,4,03:51:00,4,00:00:00,80,62,87,73,Unknownx5,5,76|77|78|89|98,1:76|1:77|1:78|1:89|1:98,"[76, 77, 78, 89, 98]","['1:76', '1:77', '1:78', '1:89', '1:98']","['M. Mahmutoglu', 'J. Birsen', 'M. Eksioglu', 'O. Bitim', 'M. Jantunen']",FENERBAHÇE BEKO
2,KARSIYAKA,1.0,44.0,"[78, 86, 87, 88, 89]",78|86|87|88|89,6,6,8,9,9,0,150.0,112.5,1,10:00:00,1,06:37:00,0,0,9,9,Unknownx5,5,78|86|87|88|89,2:78|2:86|2:87|2:88|2:89,"[78, 86, 87, 88, 89]","['2:78', '2:86', '2:87', '2:88', '2:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",KARSIYAKA
2,KARSIYAKA,44.1,115.0,"[78, 86, 87, 88, 93]",78|86|87|88|93,10,10,10,2,12,-10,20.0,120.0,1,06:37:00,1,02:53:00,9,9,11,21,Unknownx5,5,78|86|87|88|93,2:78|2:86|2:87|2:88|2:93,"[78, 86, 87, 88, 93]","['2:78', '2:86', '2:87', '2:88', '2:93']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Young']",KARSIYAKA
2,KARSIYAKA,115.1,126.0,"[78, 85, 87, 88, 93]",78|85|87|88|93,1,1,1,0,0,0,0.0,0.0,1,02:53:00,1,02:27:00,11,21,11,21,Unknownx5,5,78|85|87|88|93,2:78|2:85|2:87|2:88|2:93,"[78, 85, 87, 88, 93]","['2:78', '2:85', '2:87', '2:88', '2:93']","['S. Geyik', 'R. Tarrant Jr', 'J. Alston', 'M. Moore', 'C. Young']",KARSIYAKA
2,KARSIYAKA,126.1,146.0,"[79, 85, 87, 88, 93]",79|85|87|88|93,3,3,3,2,2,0,66.66666666666667,66.66666666666667,1,02:27:00,1,01:30:00,11,21,13,23,Unknownx5,5,79|85|87|88|93,2:79|2:85|2:87|2:88|2:93,"[79, 85, 87, 88, 93]","['2:79', '2:85', '2:87', '2:88', '2:93']","['M. Celep', 'R. Tarrant Jr', 'J. Alston', 'M. Moore', 'C. Young']",KARSIYAKA
2,KARSIYAKA,146.1,181.0,"[79, 85, 87, 89, 93]",79|85|87|89|93,4,4,3,2,4,-2,50.0,133.33333333333334,1,01:30:00,2,10:00:00,13,23,15,27,Unknownx5,5,79|85|87|89|93,2:79|2:85|2:87|2:89|2:93,"[79, 85, 87, 89, 93]","['2:79', '2:85', '2:87', '2:89', '2:93']","['M. Celep', 'R. Tarrant Jr', 'J. Alston', 'C. Manning Jr', 'C. Young']",KARSIYAKA
2,KARSIYAKA,181.1,195.0,"[78, 79, 85, 89, 93]",78|79|85|89|93,2,2,2,2,0,2,100.0,0.0,2,10:00:00,2,09:10:00,15,27,17,27,Unknownx5,5,78|79|85|89|93,2:78|2:79|2:85|2:89|2:93,"[78, 79, 85, 89, 93]","['2:78', '2:79', '2:85', '2:89', '2:93']","['S. Geyik', 'M. Celep', 'R. Tarrant Jr', 'C. Manning Jr', 'C. Young']",KARSIYAKA
2,KARSIYAKA,195.1,221.0,"[78, 85, 87, 89, 93]",78|85|87|89|93,5,5,5,2,7,-5,40.0,140.0,2,09:10:00,2,07:38:00,17,27,19,34,Unknownx5,5,78|85|87|89|93,2:78|2:85|2:87|2:89|2:93,"[78, 85, 87, 89, 93]","['2:78', '2:85', '2:87', '2:89', '2:93']","['S. Geyik', 'R. Tarrant Jr', 'J. Alston', 'C. Manning Jr', 'C. Young']",KARSIYAKA
2,KARSIYAKA,221.1,279.0,"[78, 86, 87, 88, 89]",78|86|87|88|89,10,10,11,11,2,9,110.0,18.181818181818183,2,07:38:00,2,03:45:00,19,34,30,36,Unknownx5,5,78|86|87|88|89,2:78|2:86|2:87|2:88|2:89,"[78, 86, 87, 88, 89]","['2:78', '2:86', '2:87', '2:88', '2:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",KARSIYAKA
2,KARSIYAKA,279.1,288.0,"[78, 82, 86, 88, 89]",78|82|86|88|89,1,1,1,0,0,0,0.0,0.0,2,03:45:00,2,03:17:00,30,36,30,36,Unknownx5,5,78|82|86|88|89,2:78|2:82|2:86|2:88|2:89,"[78, 82, 86, 88, 89]","['2:78', '2:82', '2:86', '2:88', '2:89']","['S. Geyik', 'E. Özçelik', 'C. Chiozza', 'M. Moore', 'C. Manning Jr']",KARSIYAKA
2,KARSIYAKA,288.1,327.0,"[78, 82, 86, 88, 93]",78|82|86|88|93,7,7,7,5,1,4,71.42857142857143,14.285714285714286,2,03:17:00,2,01:28:00,30,36,35,37,Unknownx5,5,78|82|86|88|93,2:78|2:82|2:86|2:88|2:93,"[78, 82, 86, 88, 93]","['2:78', '2:82', '2:86', '2:88', '2:93']","['S. Geyik', 'E. Özçelik', 'C. Chiozza', 'M. Moore', 'C. Young']",KARSIYAKA
2,KARSIYAKA,327.1,337.0,"[78, 82, 86, 87, 93]",78|82|86|87|93,2,2,1,2,3,-1,100.0,300.0,2,01:28:00,2,00:43:70,35,37,37,40,Unknownx5,5,78|82|86|87|93,2:78|2:82|2:86|2:87|2:93,"[78, 82, 86, 87, 93]","['2:78', '2:82', '2:86', '2:87', '2:93']","['S. Geyik', 'E. Özçelik', 'C. Chiozza', 'J. Alston', 'C. Young']",KARSIYAKA
2,KARSIYAKA,337.1,353.0,"[79, 82, 86, 87, 93]",79|82|86|87|93,2,2,2,1,3,-2,50.0,150.0,2,00:43:70,2,00:36:30,37,40,38,43,Unknownx5,5,79|82|86|87|93,2:79|2:82|2:86|2:87|2:93,"[79, 82, 86, 87, 93]","['2:79', '2:82', '2:86', '2:87', '2:93']","['M. Celep', 'E. Özçelik', 'C. Chiozza', 'J. Alston', 'C. Young']",KARSIYAKA
2,KARSIYAKA,353.1,362.0,"[82, 86, 87, 88, 93]",82|86|87|88|93,1,1,1,0,0,0,0.0,0.0,2,00:36:30,2,00:20:40,38,43,38,43,Unknownx5,5,82|86|87|88|93,2:82|2:86|2:87|2:88|2:93,"[82, 86, 87, 88, 93]","['2:82', '2:86', '2:87', '2:88', '2:93']","['E. Özçelik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Young']",KARSIYAKA
2,KARSIYAKA,362.1,378.0,"[82, 85, 86, 87, 93]",82|85|86|87|93,0,0,0,0,0,0,,,2,00:20:40,3,10:00:00,38,43,38,43,Unknownx5,5,82|85|86|87|93,2:82|2:85|2:86|2:87|2:93,"[82, 85, 86, 87, 93]","['2:82', '2:85', '2:86', '2:87', '2:93']","['E. Özçelik', 'R. Tarrant Jr', 'C. Chiozza', 'J. Alston', 'C. Young']",KARSIYAKA
2,KARSIYAKA,378.1,456.0,"[78, 86, 87, 88, 89]",78|86|87|88|89,13,13,13,8,9,-1,61.53846153846154,69.23076923076923,3,10:00:00,3,04:07:00,38,43,46,52,Unknownx5,5,78|86|87|88|89,2:78|2:86|2:87|2:88|2:89,"[78, 86, 87, 88, 89]","['2:78', '2:86', '2:87', '2:88', '2:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",KARSIYAKA
2,KARSIYAKA,456.1,488.0,"[78, 86, 88, 89, 93]",78|86|88|89|93,4,4,4,2,5,-3,50.0,125.0,3,04:07:00,3,02:45:00,46,52,48,57,Unknownx5,5,78|86|88|89|93,2:78|2:86|2:88|2:89|2:93,"[78, 86, 88, 89, 93]","['2:78', '2:86', '2:88', '2:89', '2:93']","['S. Geyik', 'C. Chiozza', 'M. Moore', 'C. Manning Jr', 'C. Young']",KARSIYAKA
2,KARSIYAKA,488.1,496.0,"[78, 86, 87, 89, 93]",78|86|87|89|93,0,0,1,0,2,-2,,200.0,3,02:45:00,3,02:26:00,48,57,48,59,Unknownx5,5,78|86|87|89|93,2:78|2:86|2:87|2:89|2:93,"[78, 86, 87, 89, 93]","['2:78', '2:86', '2:87', '2:89', '2:93']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'C. Manning Jr', 'C. Young']",KARSIYAKA
2,KARSIYAKA,496.1,525.0,"[79, 86, 87, 89, 93]",79|86|87|89|93,4,4,3,2,2,0,50.0,66.66666666666667,3,02:26:00,3,00:51:90,48,59,50,61,Unknownx5,5,79|86|87|89|93,2:79|2:86|2:87|2:89|2:93,"[79, 86, 87, 89, 93]","['2:79', '2:86', '2:87', '2:89', '2:93']","['M. Celep', 'C. Chiozza', 'J. Alston', 'C. Manning Jr', 'C. Young']",KARSIYAKA
2,KARSIYAKA,525.1,538.0,"[79, 85, 87, 89, 93]",79|85|87|89|93,2,2,3,0,4,-4,0.0,133.33333333333334,3,00:51:90,4,10:00:00,50,61,50,65,Unknownx5,5,79|85|87|89|93,2:79|2:85|2:87|2:89|2:93,"[79, 85, 87, 89, 93]","['2:79', '2:85', '2:87', '2:89', '2:93']","['M. Celep', 'R. Tarrant Jr', 'J. Alston', 'C. Manning Jr', 'C. Young']",KARSIYAKA
2,KARSIYAKA,538.1,577.0,"[78, 85, 87, 89, 93]",78|85|87|89|93,6,6,6,7,12,-5,116.66666666666667,200.0,4,10:00:00,4,07:37:00,50,65,57,77,Unknownx5,5,78|85|87|89|93,2:78|2:85|2:87|2:89|2:93,"[78, 85, 87, 89, 93]","['2:78', '2:85', '2:87', '2:89', '2:93']","['S. Geyik', 'R. Tarrant Jr', 'J. Alston', 'C. Manning Jr', 'C. Young']",KARSIYAKA
2,KARSIYAKA,577.1,598.0,"[78, 86, 87, 88, 89]",78|86|87|88|89,3,3,2,2,0,2,66.66666666666667,0.0,4,07:37:00,4,06:33:00,57,77,59,77,Unknownx5,5,78|86|87|88|89,2:78|2:86|2:87|2:88|2:89,"[78, 86, 87, 88, 89]","['2:78', '2:86', '2:87', '2:88', '2:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",KARSIYAKA
2,KARSIYAKA,598.1,650.0,"[83, 86, 87, 88, 89]",83|86|87|88|89,6,6,7,3,3,0,50.0,42.857142857142854,4,06:33:00,4,03:51:00,59,77,62,80,Unknownx5,5,83|86|87|88|89,2:83|2:86|2:87|2:88|2:89,"[83, 86, 87, 88, 89]","['2:83', '2:86', '2:87', '2:88', '2:89']","['E. Yapici', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",KARSIYAKA
2,KARSIYAKA,650.1,664.0,"[82, 83, 86, 87, 88]",82|83|86|87|88,2,2,1,0,3,-3,0.0,300.0,4,03:51:00,4,03:01:00,62,80,62,83,Unknownx5,5,82|83|86|87|88,2:82|2:83|2:86|2:87|2:88,"[82, 83, 86, 87, 88]","['2:82', '2:83', '2:86', '2:87', '2:88']","['E. Özçelik', 'E. Yapici', 'C. Chiozza', 'J. Alston', 'M. Moore']",KARSIYAKA
2,KARSIYAKA,664.1,702.0,"[81, 82, 83, 87, 88]",81|82|83|87|88,9,9,9,11,4,7,122.22222222222223,44.44444444444444,4,03:01:00,4,00:00:00,62,83,73,87,Unknownx5,5,81|82|83|87|88,2:81|2:82|2:83|2:87|2:88,"[81, 82, 83, 87, 88]","['2:81', '2:82', '2:83', '2:87', '2:88']","['M. Kuntker', 'E. Özçelik', 'E. Yapici', 'J. Alston', 'M. Moore']",KARSIYAKA
