team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,BESIKTAS GAIN,679.1,757.0,"[62, 67, 68, 70, 75]",5,62|67|68|70|75,"['1:62', '1:67', '1:68', '1:70', '1:75']","['A. Zizic', 'A. Brown', 'V. Brown', 'J. Mathews', 'B. Ugurlu']",1:62|1:67|1:68|1:70|1:75,Unknownx5,4,03:53:00,4,00:00:00,75,69,77,72
2,TÜRK TELEKOM,1.0,103.0,"[5, 7, 74, 77, 78]",5,5|7|74|77|78,"['2:5', '2:7', '2:74', '2:77', '2:78']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'J. Smith', 'K. Bankston']",2:5|2:7|2:74|2:77|2:78,Unknownx5,1,10:00:00,1,04:25:00,0,0,10,6
2,TÜRK TELEKOM,103.1,121.0,"[7, 74, 75, 76, 77]",5,7|74|75|76|77,"['2:7', '2:74', '2:75', '2:76', '2:77']","['B. Durmaz', 'J. Usher', 'K. Allman', 'M. Simonovic', 'J. Smith']",2:7|2:74|2:75|2:76|2:77,Unknownx5,1,04:25:00,1,03:31:00,10,6,10,8
2,TÜRK TELEKOM,121.1,148.0,"[8, 75, 76, 77, 80]",5,8|75|76|77|80,"['2:8', '2:75', '2:76', '2:77', '2:80']","['Y. Gültekin', 'K. Allman', 'M. Simonovic', 'J. Smith', 'M. Devoe']",2:8|2:75|2:76|2:77|2:80,Unknownx5,1,03:31:00,1,02:56:00,10,8,13,10
2,TÜRK TELEKOM,148.1,197.0,"[3, 8, 75, 76, 80]",5,3|8|75|76|80,"['2:3', '2:8', '2:75', '2:76', '2:80']","['A. Kahraman', 'Y. Gültekin', 'K. Allman', 'M. Simonovic', 'M. Devoe']",2:3|2:8|2:75|2:76|2:80,Unknownx5,1,02:56:00,2,10:00:00,13,10,21,18
2,TÜRK TELEKOM,197.1,214.0,"[8, 74, 75, 78, 80]",5,8|74|75|78|80,"['2:8', '2:74', '2:75', '2:78', '2:80']","['Y. Gültekin', 'J. Usher', 'K. Allman', 'K. Bankston', 'M. Devoe']",2:8|2:74|2:75|2:78|2:80,Unknownx5,2,10:00:00,2,09:00:00,21,18,21,22
2,TÜRK TELEKOM,214.1,238.0,"[5, 8, 74, 75, 78]",5,5|8|74|75|78,"['2:5', '2:8', '2:74', '2:75', '2:78']","['D. Özdemiroglu', 'Y. Gültekin', 'J. Usher', 'K. Allman', 'K. Bankston']",2:5|2:8|2:74|2:75|2:78,Unknownx5,2,09:00:00,2,08:08:00,21,22,23,22
2,TÜRK TELEKOM,238.1,255.0,"[5, 8, 74, 75, 76]",5,5|8|74|75|76,"['2:5', '2:8', '2:74', '2:75', '2:76']","['D. Özdemiroglu', 'Y. Gültekin', 'J. Usher', 'K. Allman', 'M. Simonovic']",2:5|2:8|2:74|2:75|2:76,Unknownx5,2,08:08:00,2,06:23:00,23,22,27,26
2,TÜRK TELEKOM,255.1,307.0,"[5, 6, 7, 74, 75]",5,5|6|7|74|75,"['2:5', '2:6', '2:7', '2:74', '2:75']","['D. Özdemiroglu', 'E. Kosut', 'B. Durmaz', 'J. Usher', 'K. Allman']",2:5|2:6|2:7|2:74|2:75,Unknownx5,2,06:23:00,2,03:59:00,27,26,32,32
2,TÜRK TELEKOM,307.1,322.0,"[5, 8, 74, 76, 77]",5,5|8|74|76|77,"['2:5', '2:8', '2:74', '2:76', '2:77']","['D. Özdemiroglu', 'Y. Gültekin', 'J. Usher', 'M. Simonovic', 'J. Smith']",2:5|2:8|2:74|2:76|2:77,Unknownx5,2,03:59:00,2,03:35:00,32,32,32,32
2,TÜRK TELEKOM,322.1,343.0,"[3, 8, 74, 76, 77]",5,3|8|74|76|77,"['2:3', '2:8', '2:74', '2:76', '2:77']","['A. Kahraman', 'Y. Gültekin', 'J. Usher', 'M. Simonovic', 'J. Smith']",2:3|2:8|2:74|2:76|2:77,Unknownx5,2,03:35:00,2,01:43:00,32,32,32,39
2,TÜRK TELEKOM,343.1,369.0,"[5, 75, 76, 77, 78]",5,5|75|76|77|78,"['2:5', '2:75', '2:76', '2:77', '2:78']","['D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Bankston']",2:5|2:75|2:76|2:77|2:78,Unknownx5,2,01:43:00,2,00:45:50,32,39,33,42
2,TÜRK TELEKOM,369.1,390.0,"[5, 7, 75, 77, 78]",5,5|7|75|77|78,"['2:5', '2:7', '2:75', '2:77', '2:78']","['D. Özdemiroglu', 'B. Durmaz', 'K. Allman', 'J. Smith', 'K. Bankston']",2:5|2:7|2:75|2:77|2:78,Unknownx5,2,00:45:50,3,10:00:00,33,42,33,42
2,TÜRK TELEKOM,390.1,411.0,"[5, 7, 74, 77, 78]",5,5|7|74|77|78,"['2:5', '2:7', '2:74', '2:77', '2:78']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'J. Smith', 'K. Bankston']",2:5|2:7|2:74|2:77|2:78,Unknownx5,3,10:00:00,3,08:06:00,33,42,35,46
2,TÜRK TELEKOM,411.1,467.0,"[5, 74, 76, 77, 78]",5,5|74|76|77|78,"['2:5', '2:74', '2:76', '2:77', '2:78']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'J. Smith', 'K. Bankston']",2:5|2:74|2:76|2:77|2:78,Unknownx5,3,08:06:00,3,05:43:00,35,46,43,49
2,TÜRK TELEKOM,467.1,487.0,"[5, 75, 76, 77, 78]",5,5|75|76|77|78,"['2:5', '2:75', '2:76', '2:77', '2:78']","['D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Bankston']",2:5|2:75|2:76|2:77|2:78,Unknownx5,3,05:43:00,3,04:47:00,43,49,49,51
2,TÜRK TELEKOM,487.1,541.0,"[5, 6, 75, 76, 77]",5,5|6|75|76|77,"['2:5', '2:6', '2:75', '2:76', '2:77']","['D. Özdemiroglu', 'E. Kosut', 'K. Allman', 'M. Simonovic', 'J. Smith']",2:5|2:6|2:75|2:76|2:77,Unknownx5,3,04:47:00,3,01:38:00,49,51,55,58
2,TÜRK TELEKOM,541.1,582.0,"[5, 7, 75, 77, 78]",5,5|7|75|77|78,"['2:5', '2:7', '2:75', '2:77', '2:78']","['D. Özdemiroglu', 'B. Durmaz', 'K. Allman', 'J. Smith', 'K. Bankston']",2:5|2:7|2:75|2:77|2:78,Unknownx5,3,01:38:00,4,08:21:00,55,58,55,65
2,TÜRK TELEKOM,582.1,593.0,"[7, 74, 75, 77, 78]",5,7|74|75|77|78,"['2:7', '2:74', '2:75', '2:77', '2:78']","['B. Durmaz', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Bankston']",2:7|2:74|2:75|2:77|2:78,Unknownx5,4,08:21:00,4,07:53:00,55,65,57,68
2,TÜRK TELEKOM,593.1,608.0,"[7, 8, 75, 77, 78]",5,7|8|75|77|78,"['2:7', '2:8', '2:75', '2:77', '2:78']","['B. Durmaz', 'Y. Gültekin', 'K. Allman', 'J. Smith', 'K. Bankston']",2:7|2:8|2:75|2:77|2:78,Unknownx5,4,07:53:00,4,07:18:00,57,68,59,71
2,TÜRK TELEKOM,608.1,614.0,"[5, 7, 75, 77, 78]",5,5|7|75|77|78,"['2:5', '2:7', '2:75', '2:77', '2:78']","['D. Özdemiroglu', 'B. Durmaz', 'K. Allman', 'J. Smith', 'K. Bankston']",2:5|2:7|2:75|2:77|2:78,Unknownx5,4,07:18:00,4,07:01:00,59,71,59,71
2,TÜRK TELEKOM,614.1,757.0,"[5, 75, 76, 77, 78]",5,5|75|76|77|78,"['2:5', '2:75', '2:76', '2:77', '2:78']","['D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Bankston']",2:5|2:75|2:76|2:77|2:78,Unknownx5,4,07:01:00,4,00:00:00,59,71,72,77
