team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
2,BAHÇESEHIR KOLEJI,1.0,52.0,"[3, 74, 76, 80, 81]",5,3|74|76|80|81,"['2:3', '2:74', '2:76', '2:80', '2:81']","['G. Bas', 'M. Ponitka', 'C. Homesley', 'T. Williams', 'M. Flynn']",2:3|2:74|2:76|2:80|2:81,Unknownx5,1,10:00:00,1,07:15:00,0,0,1,6
2,BAHÇESEHIR KOLEJI,52.1,86.0,"[62, 74, 77, 80, 81]",5,62|74|77|80|81,"['2:62', '2:74', '2:77', '2:80', '2:81']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",2:62|2:74|2:77|2:80|2:81,Unknownx5,1,07:15:00,1,05:26:00,1,6,3,14
2,BAHÇESEHIR KOLEJI,86.1,109.0,"[62, 74, 77, 78, 81]",5,62|74|77|78|81,"['2:62', '2:74', '2:77', '2:78', '2:81']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'B. Koprivica', 'M. Flynn']",2:62|2:74|2:77|2:78|2:81,Unknownx5,1,05:26:00,1,04:16:00,3,14,7,17
2,BAHÇESEHIR KOLEJI,109.1,121.0,"[62, 74, 77, 78, 79]",5,62|74|77|78|79,"['2:62', '2:74', '2:77', '2:78', '2:79']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",2:62|2:74|2:77|2:78|2:79,Unknownx5,1,04:16:00,1,03:41:00,7,17,7,19
2,BAHÇESEHIR KOLEJI,121.1,160.0,"[62, 76, 77, 78, 79]",5,62|76|77|78|79,"['2:62', '2:76', '2:77', '2:78', '2:79']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",2:62|2:76|2:77|2:78|2:79,Unknownx5,1,03:41:00,1,01:54:00,7,19,10,23
2,BAHÇESEHIR KOLEJI,160.1,195.0,"[64, 76, 77, 79, 81]",5,64|76|77|79|81,"['2:64', '2:76', '2:77', '2:79', '2:81']","['F. Haltali', 'C. Homesley', 'M. Mitchell Ii', 'H. Hale', 'M. Flynn']",2:64|2:76|2:77|2:79|2:81,Unknownx5,1,01:54:00,1,00:29:90,10,23,16,25
2,BAHÇESEHIR KOLEJI,195.1,262.0,"[1, 77, 79, 80, 81]",5,1|77|79|80|81,"['2:1', '2:77', '2:79', '2:80', '2:81']","['I. Akpinar', 'M. Mitchell Ii', 'H. Hale', 'T. Williams', 'M. Flynn']",2:1|2:77|2:79|2:80|2:81,Unknownx5,1,00:29:90,2,07:30:00,16,25,27,29
2,BAHÇESEHIR KOLEJI,262.1,294.0,"[1, 74, 77, 80, 81]",5,1|74|77|80|81,"['2:1', '2:74', '2:77', '2:80', '2:81']","['I. Akpinar', 'M. Ponitka', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",2:1|2:74|2:77|2:80|2:81,Unknownx5,2,07:30:00,2,05:26:00,27,29,34,34
2,BAHÇESEHIR KOLEJI,294.1,322.0,"[62, 74, 76, 77, 80]",5,62|74|76|77|80,"['2:62', '2:74', '2:76', '2:77', '2:80']","['K. Sipahi', 'M. Ponitka', 'C. Homesley', 'M. Mitchell Ii', 'T. Williams']",2:62|2:74|2:76|2:77|2:80,Unknownx5,2,05:26:00,2,04:43:00,34,34,36,38
2,BAHÇESEHIR KOLEJI,322.1,376.0,"[62, 74, 76, 77, 78]",5,62|74|76|77|78,"['2:62', '2:74', '2:76', '2:77', '2:78']","['K. Sipahi', 'M. Ponitka', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica']",2:62|2:74|2:76|2:77|2:78,Unknownx5,2,04:43:00,2,01:50:00,36,38,45,49
2,BAHÇESEHIR KOLEJI,376.1,390.0,"[62, 74, 76, 78, 79]",5,62|74|76|78|79,"['2:62', '2:74', '2:76', '2:78', '2:79']","['K. Sipahi', 'M. Ponitka', 'C. Homesley', 'B. Koprivica', 'H. Hale']",2:62|2:74|2:76|2:78|2:79,Unknownx5,2,01:50:00,2,01:09:00,45,49,45,49
2,BAHÇESEHIR KOLEJI,390.1,420.0,"[1, 74, 78, 79, 81]",5,1|74|78|79|81,"['2:1', '2:74', '2:78', '2:79', '2:81']","['I. Akpinar', 'M. Ponitka', 'B. Koprivica', 'H. Hale', 'M. Flynn']",2:1|2:74|2:78|2:79|2:81,Unknownx5,2,01:09:00,3,10:00:00,45,49,49,53
2,BAHÇESEHIR KOLEJI,420.1,496.0,"[1, 76, 77, 80, 81]",5,1|76|77|80|81,"['2:1', '2:76', '2:77', '2:80', '2:81']","['I. Akpinar', 'C. Homesley', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",2:1|2:76|2:77|2:80|2:81,Unknownx5,3,10:00:00,3,02:44:00,49,53,66,70
2,BAHÇESEHIR KOLEJI,496.1,512.0,"[62, 76, 77, 78, 79]",5,62|76|77|78|79,"['2:62', '2:76', '2:77', '2:78', '2:79']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",2:62|2:76|2:77|2:78|2:79,Unknownx5,3,02:44:00,3,01:37:00,66,70,66,73
2,BAHÇESEHIR KOLEJI,512.1,543.0,"[62, 74, 78, 79, 81]",5,62|74|78|79|81,"['2:62', '2:74', '2:78', '2:79', '2:81']","['K. Sipahi', 'M. Ponitka', 'B. Koprivica', 'H. Hale', 'M. Flynn']",2:62|2:74|2:78|2:79|2:81,Unknownx5,3,01:37:00,3,00:06:40,66,73,70,75
2,BAHÇESEHIR KOLEJI,543.1,563.0,"[1, 3, 62, 74, 77]",5,1|3|62|74|77,"['2:1', '2:3', '2:62', '2:74', '2:77']","['I. Akpinar', 'G. Bas', 'K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii']",2:1|2:3|2:62|2:74|2:77,Unknownx5,3,00:06:40,4,10:00:00,70,75,71,75
2,BAHÇESEHIR KOLEJI,563.1,572.0,"[62, 74, 78, 79, 81]",5,62|74|78|79|81,"['2:62', '2:74', '2:78', '2:79', '2:81']","['K. Sipahi', 'M. Ponitka', 'B. Koprivica', 'H. Hale', 'M. Flynn']",2:62|2:74|2:78|2:79|2:81,Unknownx5,4,10:00:00,4,09:50:00,71,75,74,75
