team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,KARŞIYAKA,362.1,431.0,"[78, 86, 87, 88, 95]",78|86|87|88|95,10,10,10,6,6,0,60.0,60.0,3,10:00:00,3,05:29:00,41,46,47,52,Unknownx5,5,78|86|87|88|95,1:78|1:86|1:87|1:88|1:95,"[78, 86, 87, 88, 95]","['1:78', '1:86', '1:87', '1:88', '1:95']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'N. Gordic']",KARŞIYAKA
1,KARŞIYAKA,431.1,454.0,"[78, 79, 86, 88, 95]",78|79|86|88|95,4,4,3,0,3,-3,0.0,100.0,3,05:29:00,3,04:11:00,47,52,47,55,Unknownx5,5,78|79|86|88|95,1:78|1:79|1:86|1:88|1:95,"[78, 79, 86, 88, 95]","['1:78', '1:79', '1:86', '1:88', '1:95']","['S. Geyik', 'M. Celep', 'C. Chiozza', 'M. Moore', 'N. Gordic']",KARŞIYAKA
1,KARŞIYAKA,454.1,473.0,"[78, 79, 86, 93, 95]",78|79|86|93|95,4,4,5,0,2,-2,0.0,40.0,3,04:11:00,3,02:50:00,47,55,47,57,Unknownx5,5,78|79|86|93|95,1:78|1:79|1:86|1:93|1:95,"[78, 79, 86, 93, 95]","['1:78', '1:79', '1:86', '1:93', '1:95']","['S. Geyik', 'M. Celep', 'C. Chiozza', 'C. Young', 'N. Gordic']",KARŞIYAKA
1,KARŞIYAKA,473.1,499.0,"[79, 80, 86, 93, 95]",79|80|86|93|95,6,6,6,2,6,-4,33.333333333333336,100.0,3,02:50:00,3,01:24:00,47,57,49,63,Unknownx5,5,79|80|86|93|95,1:79|1:80|1:86|1:93|1:95,"[79, 80, 86, 93, 95]","['1:79', '1:80', '1:86', '1:93', '1:95']","['M. Celep', 'A. Güven', 'C. Chiozza', 'C. Young', 'N. Gordic']",KARŞIYAKA
1,KARŞIYAKA,499.1,527.0,"[80, 86, 87, 88, 89]",80|86|87|88|89,3,3,3,3,5,-2,100.0,166.66666666666666,3,01:24:00,4,10:00:00,49,63,52,68,Unknownx5,5,80|86|87|88|89,1:80|1:86|1:87|1:88|1:89,"[80, 86, 87, 88, 89]","['1:80', '1:86', '1:87', '1:88', '1:89']","['A. Güven', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",KARŞIYAKA
1,KARŞIYAKA,527.1,562.0,"[78, 86, 87, 88, 89]",78|86|87|88|89,3,3,3,2,1,1,66.66666666666667,33.333333333333336,4,10:00:00,4,08:47:00,52,68,54,69,Unknownx5,5,78|86|87|88|89,1:78|1:86|1:87|1:88|1:89,"[78, 86, 87, 88, 89]","['1:78', '1:86', '1:87', '1:88', '1:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",KARŞIYAKA
1,KARŞIYAKA,562.1,604.0,"[80, 87, 88, 89, 95]",80|87|88|89|95,8,8,7,2,8,-6,25.0,114.28571428571429,4,08:47:00,4,06:01:00,54,69,56,77,Unknownx5,5,80|87|88|89|95,1:80|1:87|1:88|1:89|1:95,"[80, 87, 88, 89, 95]","['1:80', '1:87', '1:88', '1:89', '1:95']","['A. Güven', 'J. Alston', 'M. Moore', 'C. Manning Jr', 'N. Gordic']",KARŞIYAKA
1,KARŞIYAKA,604.1,644.0,"[78, 87, 89, 93, 95]",78|87|89|93|95,4,4,5,6,2,4,150.0,40.0,4,06:01:00,4,04:38:00,56,77,62,79,Unknownx5,5,78|87|89|93|95,1:78|1:87|1:89|1:93|1:95,"[78, 87, 89, 93, 95]","['1:78', '1:87', '1:89', '1:93', '1:95']","['S. Geyik', 'J. Alston', 'C. Manning Jr', 'C. Young', 'N. Gordic']",KARŞIYAKA
1,KARŞIYAKA,644.1,656.0,"[80, 87, 89, 93, 95]",80|87|89|93|95,2,2,1,0,1,-1,0.0,100.0,4,04:38:00,4,04:18:00,62,79,62,80,Unknownx5,5,80|87|89|93|95,1:80|1:87|1:89|1:93|1:95,"[80, 87, 89, 93, 95]","['1:80', '1:87', '1:89', '1:93', '1:95']","['A. Güven', 'J. Alston', 'C. Manning Jr', 'C. Young', 'N. Gordic']",KARŞIYAKA
1,KARŞIYAKA,656.1,684.0,"[79, 80, 89, 93, 95]",79|80|89|93|95,4,4,4,3,0,3,75.0,0.0,4,04:18:00,4,03:31:00,62,80,65,80,Unknownx5,5,79|80|89|93|95,1:79|1:80|1:89|1:93|1:95,"[79, 80, 89, 93, 95]","['1:79', '1:80', '1:89', '1:93', '1:95']","['M. Celep', 'A. Güven', 'C. Manning Jr', 'C. Young', 'N. Gordic']",KARŞIYAKA
1,KARŞIYAKA,684.1,697.0,"[79, 83, 89, 93, 95]",79|83|89|93|95,0,0,1,0,2,-2,,200.0,4,03:31:00,4,02:43:00,65,80,65,82,Unknownx5,5,79|83|89|93|95,1:79|1:83|1:89|1:93|1:95,"[79, 83, 89, 93, 95]","['1:79', '1:83', '1:89', '1:93', '1:95']","['M. Celep', 'E. Yapici', 'C. Manning Jr', 'C. Young', 'N. Gordic']",KARŞIYAKA
1,KARŞIYAKA,697.1,739.0,"[79, 82, 83, 89, 95]",79|82|83|89|95,10,10,9,4,3,1,40.0,33.333333333333336,4,02:43:00,4,00:00:00,65,82,69,85,Unknownx5,5,79|82|83|89|95,1:79|1:82|1:83|1:89|1:95,"[79, 82, 83, 89, 95]","['1:79', '1:82', '1:83', '1:89', '1:95']","['M. Celep', 'E. Özçelik', 'E. Yapici', 'C. Manning Jr', 'N. Gordic']",KARŞIYAKA
2,TRABZONSPOR,1.0,50.0,"[3, 9, 11, 12, 42]",3|9|11|12|42,8,8,9,11,4,7,137.5,44.44444444444444,1,10:00:00,1,06:30:00,0,0,11,4,Unknownx5,5,3|9|11|12|42,2:3|2:9|2:11|2:12|2:42,"[3, 9, 11, 12, 42]","['2:3', '2:9', '2:11', '2:12', '2:42']","['B. Demir', 'A. Delgado Astacio', 'M. Reed', 'A. Yeboah', 'T. Taylor']",TRABZONSPOR
2,TRABZONSPOR,50.1,82.0,"[3, 4, 9, 11, 12]",3|4|9|11|12,5,5,5,8,6,2,160.0,120.0,1,06:30:00,1,03:33:00,11,4,19,10,Unknownx5,5,3|4|9|11|12,2:3|2:4|2:9|2:11|2:12,"[3, 4, 9, 11, 12]","['2:3', '2:4', '2:9', '2:11', '2:12']","['B. Demir', 'I. Ulusoy', 'A. Delgado Astacio', 'M. Reed', 'A. Yeboah']",TRABZONSPOR
2,TRABZONSPOR,82.1,111.0,"[4, 9, 10, 11, 12]",4|9|10|11|12,5,5,4,2,2,0,40.0,50.0,1,03:33:00,1,02:09:00,19,10,21,12,Unknownx5,5,4|9|10|11|12,2:4|2:9|2:10|2:11|2:12,"[4, 9, 10, 11, 12]","['2:4', '2:9', '2:10', '2:11', '2:12']","['I. Ulusoy', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed', 'A. Yeboah']",TRABZONSPOR
2,TRABZONSPOR,111.1,151.0,"[4, 10, 11, 12, 56]",4|10|11|12|56,6,6,6,6,6,0,100.0,100.0,1,02:09:00,2,10:00:00,21,12,27,18,Unknownx5,5,4|10|11|12|56,2:4|2:10|2:11|2:12|2:56,"[4, 10, 11, 12, 56]","['2:4', '2:10', '2:11', '2:12', '2:56']","['I. Ulusoy', 'T. Tinkle', 'M. Reed', 'A. Yeboah', 'R. Hamm Jr']",TRABZONSPOR
2,TRABZONSPOR,151.1,193.0,"[3, 10, 11, 42, 56]",3|10|11|42|56,5,5,5,5,3,2,100.0,60.0,2,10:00:00,2,07:42:00,27,18,32,21,Unknownx5,5,3|10|11|42|56,2:3|2:10|2:11|2:42|2:56,"[3, 10, 11, 42, 56]","['2:3', '2:10', '2:11', '2:42', '2:56']","['B. Demir', 'T. Tinkle', 'M. Reed', 'T. Taylor', 'R. Hamm Jr']",TRABZONSPOR
2,TRABZONSPOR,193.1,204.0,"[3, 10, 14, 42, 56]",3|10|14|42|56,2,2,2,2,2,0,100.0,100.0,2,07:42:00,2,06:34:00,32,21,34,23,Unknownx5,5,3|10|14|42|56,2:3|2:10|2:14|2:42|2:56,"[3, 10, 14, 42, 56]","['2:3', '2:10', '2:14', '2:42', '2:56']","['B. Demir', 'T. Tinkle', 'D. Grant', 'T. Taylor', 'R. Hamm Jr']",TRABZONSPOR
2,TRABZONSPOR,204.1,251.0,"[2, 10, 12, 14, 42]",2|10|12|14|42,6,6,7,4,3,1,66.66666666666667,42.857142857142854,2,06:34:00,2,04:05:00,34,23,38,26,Unknownx5,5,2|10|12|14|42,2:2|2:10|2:12|2:14|2:42,"[2, 10, 12, 14, 42]","['2:2', '2:10', '2:12', '2:14', '2:42']","['E. Arar', 'T. Tinkle', 'A. Yeboah', 'D. Grant', 'T. Taylor']",TRABZONSPOR
2,TRABZONSPOR,251.1,262.0,"[2, 10, 11, 12, 42]",2|10|11|12|42,3,3,2,0,3,-3,0.0,150.0,2,04:05:00,2,03:01:00,38,26,38,29,Unknownx5,5,2|10|11|12|42,2:2|2:10|2:11|2:12|2:42,"[2, 10, 11, 12, 42]","['2:2', '2:10', '2:11', '2:12', '2:42']","['E. Arar', 'T. Tinkle', 'M. Reed', 'A. Yeboah', 'T. Taylor']",TRABZONSPOR
2,TRABZONSPOR,262.1,312.0,"[3, 9, 11, 12, 42]",3|9|11|12|42,6,6,7,2,5,-3,33.333333333333336,71.42857142857143,2,03:01:00,2,01:47:00,38,29,40,34,Unknownx5,5,3|9|11|12|42,2:3|2:9|2:11|2:12|2:42,"[3, 9, 11, 12, 42]","['2:3', '2:9', '2:11', '2:12', '2:42']","['B. Demir', 'A. Delgado Astacio', 'M. Reed', 'A. Yeboah', 'T. Taylor']",TRABZONSPOR
2,TRABZONSPOR,312.1,366.0,"[3, 4, 11, 12, 56]",3|4|11|12|56,6,6,5,6,7,-1,100.0,140.0,2,01:47:00,3,10:00:00,40,34,46,41,Unknownx5,5,3|4|11|12|56,2:3|2:4|2:11|2:12|2:56,"[3, 4, 11, 12, 56]","['2:3', '2:4', '2:11', '2:12', '2:56']","['B. Demir', 'I. Ulusoy', 'M. Reed', 'A. Yeboah', 'R. Hamm Jr']",TRABZONSPOR
2,TRABZONSPOR,366.1,410.0,"[3, 9, 11, 12, 42]",3|9|11|12|42,6,6,7,6,2,4,100.0,28.571428571428573,3,10:00:00,3,06:44:00,46,41,52,43,Unknownx5,5,3|9|11|12|42,2:3|2:9|2:11|2:12|2:42,"[3, 9, 11, 12, 42]","['2:3', '2:9', '2:11', '2:12', '2:42']","['B. Demir', 'A. Delgado Astacio', 'M. Reed', 'A. Yeboah', 'T. Taylor']",TRABZONSPOR
2,TRABZONSPOR,410.1,475.0,"[4, 9, 10, 11, 12]",4|9|10|11|12,12,12,11,5,4,1,41.666666666666664,36.36363636363637,3,06:44:00,3,02:50:00,52,43,57,47,Unknownx5,5,4|9|10|11|12,2:4|2:9|2:10|2:11|2:12,"[4, 9, 10, 11, 12]","['2:4', '2:9', '2:10', '2:11', '2:12']","['I. Ulusoy', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed', 'A. Yeboah']",TRABZONSPOR
2,TRABZONSPOR,475.1,485.0,"[4, 9, 10, 12, 14]",4|9|10|12|14,2,2,3,3,0,3,150.0,0.0,3,02:50:00,3,02:32:00,57,47,60,47,Unknownx5,5,4|9|10|12|14,2:4|2:9|2:10|2:12|2:14,"[4, 9, 10, 12, 14]","['2:4', '2:9', '2:10', '2:12', '2:14']","['I. Ulusoy', 'A. Delgado Astacio', 'T. Tinkle', 'A. Yeboah', 'D. Grant']",TRABZONSPOR
2,TRABZONSPOR,485.1,529.0,"[4, 10, 12, 14, 56]",4|10|12|14|56,7,7,6,8,5,3,114.28571428571429,83.33333333333333,3,02:32:00,4,10:00:00,60,47,68,52,Unknownx5,5,4|10|12|14|56,2:4|2:10|2:12|2:14|2:56,"[4, 10, 12, 14, 56]","['2:4', '2:10', '2:12', '2:14', '2:56']","['I. Ulusoy', 'T. Tinkle', 'A. Yeboah', 'D. Grant', 'R. Hamm Jr']",TRABZONSPOR
2,TRABZONSPOR,529.1,608.0,"[3, 9, 10, 14, 42]",3|9|10|14|42,10,10,11,9,4,5,90.0,36.36363636363637,4,10:00:00,4,06:01:00,68,52,77,56,Unknownx5,5,3|9|10|14|42,2:3|2:9|2:10|2:14|2:42,"[3, 9, 10, 14, 42]","['2:3', '2:9', '2:10', '2:14', '2:42']","['B. Demir', 'A. Delgado Astacio', 'T. Tinkle', 'D. Grant', 'T. Taylor']",TRABZONSPOR
2,TRABZONSPOR,608.1,650.0,"[3, 10, 11, 42, 56]",3|10|11|42|56,6,6,6,3,6,-3,50.0,100.0,4,06:01:00,4,04:38:00,77,56,80,62,Unknownx5,5,3|10|11|42|56,2:3|2:10|2:11|2:42|2:56,"[3, 10, 11, 42, 56]","['2:3', '2:10', '2:11', '2:42', '2:56']","['B. Demir', 'T. Tinkle', 'M. Reed', 'T. Taylor', 'R. Hamm Jr']",TRABZONSPOR
2,TRABZONSPOR,650.1,718.0,"[3, 11, 12, 42, 56]",3|11|12|42|56,11,11,11,5,5,0,45.45454545454545,45.45454545454545,4,04:38:00,4,01:07:00,80,62,85,67,Unknownx5,5,3|11|12|42|56,2:3|2:11|2:12|2:42|2:56,"[3, 11, 12, 42, 56]","['2:3', '2:11', '2:12', '2:42', '2:56']","['B. Demir', 'M. Reed', 'A. Yeboah', 'T. Taylor', 'R. Hamm Jr']",TRABZONSPOR
2,TRABZONSPOR,718.1,739.0,"[1, 3, 12, 42, 56]",1|3|12|42|56,3,3,3,0,2,-2,0.0,66.66666666666667,4,01:07:00,4,00:00:00,85,67,85,69,Unknownx5,5,1|3|12|42|56,2:1|2:3|2:12|2:42|2:56,"[1, 3, 12, 42, 56]","['2:1', '2:3', '2:12', '2:42', '2:56']","['D. Engindeniz', 'B. Demir', 'A. Yeboah', 'T. Taylor', 'R. Hamm Jr']",TRABZONSPOR
