week,game_id,label,team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
week02,2715211,TÜRK TELEKOM vs BAHÇESEHIR KOLEJI,1,TÜRK TELEKOM,TTK,8,Y. Gültekin,Yavuz,Gültekin,19,0,,0,,,4:16,2,3,66,1,1,100,1,2,50,0,1,0,1,1,2,0,1,1,0,0,2,1,5,0,2,-6,2,Y. Gültekin,1:8
week02,2715211,TÜRK TELEKOM vs BAHÇESEHIR KOLEJI,1,TÜRK TELEKOM,TTK,78,K. Bankston,Kristeon Lamar,Bankston,30,1,,1,,,19:50,5,5,100,0,0,0,5,5,100,0,0,0,4,2,6,2,2,0,2,0,2,0,10,0,2,-7,10,K. Bankston,1:78
week02,2715211,TÜRK TELEKOM vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,76,C. Homesley,Caleb Allen,Homesley,5,1,,0,,,18:36,3,10,30,1,7,14,2,3,66,4,4,100,3,2,5,0,2,0,0,0,0,3,11,2,2,-9,4,C. Homesley,2:76
week02,2715211,TÜRK TELEKOM vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,78,B. Koprivica,Balsa,Koprivica,8,0,,1,,,11:16,4,4,100,0,0,0,4,4,100,1,1,100,0,1,1,0,1,0,1,0,1,1,9,2,0,-2,8,B. Koprivica,2:78
week02,2715211,TÜRK TELEKOM vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,65,C. Coskun,Cengiz Sarp,Coskun,10,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C. Coskun,2:65
week02,2715211,TÜRK TELEKOM vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,77,M. Mitchell Ii,Matthew Antonio,Mitchell Ii,11,0,,0,,,23:54,4,10,40,1,3,33,3,7,42,0,0,0,3,1,4,0,0,1,0,0,2,1,9,2,2,-2,6,M. Mitchell Ii,2:77
week02,2715211,TÜRK TELEKOM vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,64,F. Haltali,Furkan,Haltali,14,0,,0,,,1:24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,F. Haltali,2:64
week02,2715211,TÜRK TELEKOM vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,81,M. Flynn,Malachi Emmanuel,Flynn,22,1,,1,,,22:31,6,10,60,3,6,50,3,4,75,6,6,100,5,1,6,4,1,3,0,1,2,5,21,3,2,9,6,M. Flynn,2:81
week02,2715211,TÜRK TELEKOM vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,74,M. Ponitka,Mateusz Michal,Ponitka,28,1,,1,,,15:49,1,3,33,1,1,100,0,2,0,1,2,50,0,2,2,1,0,2,0,0,0,3,4,4,0,-8,0,M. Ponitka,2:74
week02,2715211,TÜRK TELEKOM vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,1,I. Akpinar,Ismet,Akpinar,33,0,,0,,,13:35,1,3,33,1,3,33,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,3,0,0,9,0,I. Akpinar,2:1
week02,2715211,TÜRK TELEKOM vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,80,T. Williams,Trevion Lamon,Williams,50,1,,0,,,17:37,4,8,50,0,0,0,4,8,50,0,0,0,5,3,8,4,0,0,0,0,1,0,8,0,0,-4,8,T. Williams,2:80
week02,2715211,TÜRK TELEKOM vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,62,K. Sipahi,Kenan,Sipahi,55,0,1.0,1,,,12:45,0,3,0,0,1,0,0,2,0,3,4,75,0,0,0,3,1,0,0,1,2,2,3,0,1,-9,0,K. Sipahi,2:62
week02,2715211,TÜRK TELEKOM vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,3,G. Bas,Göktug,Bas,57,1,,0,,,2:51,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,G. Bas,2:3
week02,2715211,TÜRK TELEKOM vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,79,H. Hale,Hunter Jelaun,Hale,77,0,,1,,,11:37,2,3,66,1,1,100,1,2,50,1,2,50,1,0,1,2,1,2,0,1,2,1,6,0,0,11,2,H. Hale,2:79
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,1,MERSİN SPOR,MSK,55,A. Olaseni,Abodunrin Gabriel,Olaseni,0,0,,0,,,20:54,1,5,20,0,0,0,1,5,20,0,0,0,3,1,4,1,2,0,0,1,3,1,2,0,0,-13,2,A. Olaseni,1:55
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,1,MERSİN SPOR,MSK,5,J. Cobbs,Justin,Cobbs,1,0,,1,,,25:01,4,9,44,1,4,25,3,5,60,5,6,83,1,1,2,3,2,1,0,0,2,3,14,0,5,-6,4,J. Cobbs,1:5
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,1,MERSİN SPOR,MSK,3,K. Özmizrak,Kartal,Özmizrak,3,0,,0,,,12:29,1,1,100,0,0,0,1,1,100,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,K. Özmizrak,1:3
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,1,MERSİN SPOR,MSK,10,R. March Jr,Ronald Eugene,March Jr,4,0,,0,,,23:17,4,5,80,1,2,50,3,3,100,0,0,0,5,0,5,0,1,2,0,0,2,0,9,0,4,5,6,R. March Jr,1:10
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,1,MERSİN SPOR,MSK,8,L. Apaydin,Leon Harun,Apaydin,5,0,,0,,,3:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2,0,L. Apaydin,1:8
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,1,MERSİN SPOR,MSK,56,A. Cowan,Anthony Dewayne,Cowan,7,1,,1,,,24:13,6,9,66,2,3,66,4,6,66,7,8,87,2,0,2,4,3,0,0,2,3,5,21,2,0,-17,8,A. Cowan,1:56
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,1,MERSİN SPOR,MSK,1,H. Sayili,Hakan,Sayili,8,0,,0,,,15:01,4,6,66,0,0,0,4,6,66,1,3,33,1,2,3,1,0,0,1,0,1,2,9,4,0,-5,8,H. Sayili,1:1
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,1,MERSİN SPOR,MSK,6,F. Cruz Saldivar,Francisco Javier,Cruz Saldivar,9,1,1.0,1,,,27:38,5,9,55,2,5,40,3,4,75,1,2,50,3,2,5,8,4,3,0,0,3,2,13,1,3,-12,4,F. Cruz Saldivar,1:6
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,1,MERSİN SPOR,MSK,4,E. Tirpanci,Efe Ergi,Tirpanci,10,1,,1,,,9:42,2,3,66,0,0,0,2,3,66,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,4,-4,4,E. Tirpanci,1:4
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,1,MERSİN SPOR,MSK,2,M. Kiliçli,Mükremin Deniz,Kiliçli,13,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M. Kiliçli,1:2
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,1,MERSİN SPOR,MSK,9,J. White,Jackson Thomas,White,14,1,,1,,,18:46,0,2,0,0,0,0,0,2,0,2,4,50,2,1,3,0,0,1,1,1,2,3,2,1,0,-6,0,J. White,1:9
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,1,MERSİN SPOR,MSK,7,B. Bentil,Benjamin,Bentil,50,1,,0,,,19:47,5,12,41,0,1,0,5,11,45,0,2,0,1,1,2,1,1,1,1,0,2,2,10,2,0,-5,8,B. Bentil,1:7
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,70,J. Mathews,Jonah Kenneth,Mathews,0,1,,0,,,27:28,9,15,60,5,9,55,4,6,66,2,2,100,0,0,0,2,2,1,0,0,2,3,25,3,0,9,2,J. Mathews,2:70
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,71,D. Dotson,Devon Durrell,Dotson,1,0,,1,,,15:42,3,4,75,1,1,100,2,3,66,4,4,100,1,0,1,3,5,0,0,0,4,2,11,0,2,3,2,D. Dotson,2:71
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,72,I. Kamagate,Ismael Sindou,Kamagate,4,0,,0,,,23:33,5,8,62,0,0,0,5,8,62,4,5,80,10,1,11,0,0,2,2,1,1,3,14,2,0,11,10,I. Kamagate,2:72
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,75,B. Ugurlu,Berk Ibrahim,Ugurlu,6,1,,0,,,24:16,4,6,66,1,2,50,3,4,75,0,0,0,2,0,2,9,0,0,0,1,1,0,9,0,3,10,4,B. Ugurlu,2:75
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,74,Y. Arslan,Yigit,Arslan,7,0,1.0,1,,,16:14,1,2,50,0,1,0,1,1,100,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,Y. Arslan,2:74
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,66,B. Lemar,Brynton Jevon,Lemar,11,0,,1,,,12:33,1,4,25,0,1,0,1,3,33,2,2,100,0,2,2,1,1,1,0,1,2,2,4,2,2,4,2,B. Lemar,2:66
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,76,C. Kus,Canberk,Kus,12,0,,1,,,20:35,1,3,33,1,2,50,0,1,0,5,5,100,1,2,3,3,1,1,0,0,2,2,8,2,2,3,0,C. Kus,2:76
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,77,A. Özbek,Ahmet Ata,Özbek,13,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Özbek,2:77
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,1,E. Adigüzel,Emir,Adigüzel,19,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E. Adigüzel,2:1
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,67,A. Brown,Anthony Lejohn,Brown,21,1,,0,,,23:49,3,6,50,1,3,33,2,3,66,2,2,100,1,0,1,3,2,0,1,0,2,2,9,2,0,11,4,A. Brown,2:67
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,68,V. Brown,Vittorio,Brown,33,1,,1,,,20:44,2,6,33,2,4,50,0,2,0,2,2,100,4,1,5,3,2,1,1,0,3,3,8,2,3,6,0,V. Brown,2:68
week02,2715212,MERSIN SPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,62,A. Zizic,Ante Toni,Zizic,41,1,,0,,,15:07,4,7,57,0,0,0,4,7,57,1,2,50,6,2,8,0,0,0,0,0,3,3,9,2,0,6,6,A. Zizic,2:62
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,5,J. Lecque,Jalen Evander,Lecque,0,1,,1,,,30:13,6,9,66,0,3,0,6,6,100,7,12,58,3,0,3,3,3,4,0,0,2,7,19,5,9,-11,12,J. Lecque,1:5
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,13,K. Van Der Vuurst De Vries,Keye Jord,Van Der Vuurst De Vries,1,1,,0,,,24:20,2,9,22,2,8,25,0,1,0,2,2,100,1,0,1,5,2,2,0,0,5,2,8,0,2,-14,0,K. Van Der Vuurst De Vries,1:13
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,8,Y. Özkan,Yigit,Özkan,2,0,,0,,,15:35,1,1,100,1,1,100,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,3,0,0,-3,0,Y. Özkan,1:8
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,10,M. Türen,Metin,Türen,7,1,,0,,,15:29,0,0,0,0,0,0,0,0,0,1,2,50,1,0,1,0,1,1,0,0,0,1,1,0,0,-20,0,M. Türen,1:10
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,14,A. Varli,Aybars,Varli,8,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Varli,1:14
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,7,S. Pipes Jr,Shawn Oneal,Pipes Jr,11,1,,1,,,30:07,4,11,36,1,6,16,3,5,60,0,0,0,1,0,1,1,3,2,0,0,2,2,9,0,2,-23,4,S. Pipes Jr,1:7
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,41,H. Senol,Halil Ertugrul,Senol,15,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H. Senol,1:41
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,9,C. Turgut,Can Kaan,Turgut,23,0,,1,,,4:49,1,1,100,0,0,0,1,1,100,1,2,50,0,0,0,0,0,0,0,0,0,1,3,0,3,-1,2,C. Turgut,1:9
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,4,E. Bruinsma,Evan John,Bruinsma,33,0,,1,,,27:39,2,6,33,1,4,25,1,2,50,6,8,75,3,1,4,3,1,1,0,0,2,5,11,2,2,-1,2,E. Bruinsma,1:4
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,12,A. Bandaogo,Abdou Aziz,Bandaogo,55,1,,0,,,12:57,1,3,33,0,0,0,1,3,33,0,0,0,3,4,7,1,0,1,0,0,3,1,2,0,2,-29,2,A. Bandaogo,1:12
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,11,M. Senli,Muhammed Dogan,Senli,65,0,1.0,1,,,17:06,2,6,33,0,1,0,2,5,40,3,4,75,2,4,6,0,3,2,0,0,0,2,7,0,2,4,4,M. Senli,1:11
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,6,J. Johnson,Jaron Tremel,Johnson,92,0,,0,,,21:45,2,6,33,0,2,0,2,4,50,2,3,66,1,1,2,2,1,0,0,0,5,1,6,0,4,-2,4,J. Johnson,1:6
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,32,J. Scrubb,Jayden Amari,Scrubb,1,0,,0,,,25:41,5,7,71,0,2,0,5,5,100,1,2,50,1,3,4,2,3,0,0,0,3,3,11,0,4,1,10,J. Scrubb,2:32
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,31,D. Smith,Dayshon Hassan,Smith,2,1,1.0,1,,,29:37,2,7,28,0,1,0,2,6,33,8,8,100,4,0,4,5,4,0,0,0,1,4,12,0,7,21,4,D. Smith,2:31
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,23,B. Eryurtlu,Batu,Eryurtlu,6,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B. Eryurtlu,2:23
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,24,Y. Onan,Yigit,Onan,7,1,,1,,,32:34,6,8,75,0,2,0,6,6,100,2,3,66,4,0,4,1,3,1,0,0,4,3,14,0,4,29,12,Y. Onan,2:24
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,33,J. Mintz,Judah Jah Leone,Mintz,10,0,,1,,,26:49,6,10,60,1,2,50,5,8,62,6,6,100,0,1,1,1,1,4,0,0,1,3,19,0,6,8,10,J. Mintz,2:33
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,22,B. Çal,Bugra,Çal,11,0,,0,,,7:26,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,-9,0,B. Çal,2:22
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,27,M. Yerkazanoglu,Mustafa Faruk,Yerkazanoglu,12,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M. Yerkazanoglu,2:27
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,34,K. Zemaitis,Kristupas,Zemaitis,13,1,,1,,,26:37,4,7,57,3,4,75,1,3,33,0,0,0,3,0,3,3,0,0,0,0,4,1,11,0,3,16,2,K. Zemaitis,2:34
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,29,E. Mobley,Eric Isaiah,Mobley,15,0,,1,,,19:42,4,7,57,0,1,0,4,6,66,1,1,100,3,0,3,4,2,0,0,0,4,2,9,3,0,0,8,E. Mobley,2:29
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,16,A. Çamoglu,Altan,Çamoglu,21,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Çamoglu,2:16
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,28,J. Johnson,Jayce Ryback,Johnson,34,1,,0,,,20:18,2,6,33,0,0,0,2,6,33,2,5,40,6,4,10,0,1,0,0,0,3,4,6,3,0,20,4,J. Johnson,2:28
week02,2715213,ONVO BÜYÜKÇEKMECE BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,30,J. Cardoso Pereira,Joao Marcello,Cardoso Pereira,45,1,,0,,,11:16,3,4,75,1,1,100,2,3,66,0,0,0,2,0,2,1,1,2,0,0,1,1,7,0,4,14,4,J. Cardoso Pereira,2:30
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,1,ESENLER EROKSPOR,ERK,26,J. Crawford,Jordon Benjamin,Crawford,1,0,1.0,0,,,23:44,2,11,18,1,4,25,1,7,14,0,0,0,1,2,3,3,3,0,0,3,2,1,5,0,0,-15,0,J. Crawford,1:26
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,1,ESENLER EROKSPOR,ERK,21,E. Gazi,Erten,Gazi,7,1,,0,,,4:05,1,2,50,0,1,0,1,1,100,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,-6,2,E. Gazi,1:21
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,1,ESENLER EROKSPOR,ERK,25,L. Galloway,Langston Arnold ,Galloway,9,0,,1,,,17:11,0,4,0,0,3,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,L. Galloway,1:25
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,1,ESENLER EROKSPOR,ERK,27,J. Simmons,Jeremy Byron Jerome,Simmons,11,1,,0,,,7:15,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,0,0,0,1,1,0,0,0,-9,0,J. Simmons,1:27
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,1,ESENLER EROKSPOR,ERK,24,P. Cornelie,Petr  Willlam,Cornelie,12,0,,1,,,21:53,3,8,37,1,2,50,2,6,33,4,9,44,8,2,10,1,0,1,1,0,1,5,11,0,3,15,4,P. Cornelie,1:24
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,1,ESENLER EROKSPOR,ERK,15,T. Akyazili,Thomas,Akyazili,14,0,,0,,,2:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-5,0,T. Akyazili,1:15
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,1,ESENLER EROKSPOR,ERK,22,T. Thurman,Tre'shawn Marcel,Thurman,15,0,,1,,,29:31,4,8,50,3,6,50,1,2,50,0,0,0,3,1,4,2,1,1,0,0,3,3,11,3,0,-2,2,T. Thurman,1:22
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,1,ESENLER EROKSPOR,ERK,20,E. Arna,Egehan,Arna,18,1,,0,,,31:15,2,7,28,2,6,33,0,1,0,0,0,0,3,3,6,3,2,0,0,0,3,3,6,0,0,2,0,E. Arna,1:20
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,1,ESENLER EROKSPOR,ERK,28,J. Love,Jermaine,Love,22,1,,1,,,29:40,5,11,45,1,3,33,4,8,50,7,7,100,2,3,5,5,3,2,0,0,3,5,18,5,4,3,4,J. Love,1:28
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,1,ESENLER EROKSPOR,ERK,23,J. Gant,Jakeenan Tyelle ,Gant,23,1,,0,,,9:04,1,2,50,0,1,0,1,1,100,0,0,0,1,0,1,0,1,0,1,0,2,0,2,0,0,-11,2,J. Gant,1:23
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,1,ESENLER EROKSPOR,ERK,17,M. Akyel,Metehan,Akyel,41,0,,0,,,2:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,M. Akyel,1:17
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,1,ESENLER EROKSPOR,ERK,19,A. Duverioglu,Ahmet,Duverioglu,44,0,,1,,,21:27,6,10,60,0,0,0,6,10,60,0,0,0,1,2,3,0,2,0,2,1,3,1,12,2,2,2,12,A. Duverioglu,1:19
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,2,TRABZONSPOR,TRB,11,M. Reed,Marcquise Deandre,Reed,0,1,,1,,,24:43,7,14,50,0,1,0,7,13,53,4,4,100,0,1,1,4,2,2,0,2,1,6,18,0,10,-4,14,M. Reed,2:11
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,2,TRABZONSPOR,TRB,14,D. Grant,Denove Octavon,Grant,1,1,,0,,,20:16,3,10,30,1,5,20,2,5,40,2,2,100,3,1,4,3,2,0,0,0,0,4,9,2,0,3,2,D. Grant,2:14
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,2,TRABZONSPOR,TRB,10,T. Tinkle,Tres Anthony,Tinkle,3,1,,0,,,19:24,1,5,20,1,2,50,0,3,0,2,2,100,1,5,6,1,1,3,0,0,2,2,5,2,0,7,0,T. Tinkle,2:10
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,2,TRABZONSPOR,TRB,4,I. Ulusoy,Ismail Cem,Ulusoy,5,0,1.0,1,,,19:44,1,2,50,1,2,50,0,0,0,0,0,0,6,0,6,3,2,0,1,0,1,1,3,0,0,2,0,I. Ulusoy,2:4
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,2,TRABZONSPOR,TRB,7,J. Gordon,Jitaurious Tykyvion,Gordon,8,0,,0,,,15:17,5,6,83,1,1,100,4,5,80,0,0,0,1,0,1,2,1,1,0,0,2,0,11,0,6,9,6,J. Gordon,2:7
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,2,TRABZONSPOR,TRB,3,B. Demir,Berk,Demir,11,0,,1,,,20:36,2,5,40,1,2,50,1,3,33,0,0,0,5,1,6,3,1,0,0,1,3,0,5,0,0,-2,2,B. Demir,2:3
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,2,TRABZONSPOR,TRB,5,O. Ulubay,Okben,Ulubay,13,1,,0,,,17:38,1,3,33,1,3,33,0,0,0,0,0,0,2,0,2,1,0,2,0,1,1,0,3,0,0,1,0,O. Ulubay,2:5
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,2,TRABZONSPOR,TRB,12,A. Yeboah,Akwasi Abeyie,Yeboah,15,0,,1,,,22:55,3,8,37,1,4,25,2,4,50,4,5,80,4,2,6,2,1,2,1,0,3,4,11,0,2,1,4,A. Yeboah,2:12
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,2,TRABZONSPOR,TRB,2,E. Arar,Ege,Arar,19,0,,0,,,13:33,1,5,20,0,0,0,1,5,20,0,0,0,2,3,5,0,0,1,1,0,3,0,2,2,0,5,2,E. Arar,2:2
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,2,TRABZONSPOR,TRB,13,K. Silins,Karlis,Silins,25,0,,0,,,5:11,1,2,50,0,0,0,1,2,50,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,2,K. Silins,2:13
week02,2715214,ESENLER EROKSPOR vs TRABZONSPOR,2,TRABZONSPOR,TRB,1,D. Engindeniz,Dorukhan,Engindeniz,30,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D. Engindeniz,2:1
