week,game_id,label,team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
week05,2715235,GLINT MANISA BASKET vs YUKATEL MERKEZEFENDI BELEDIYESI BASKET,2,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,79,A. Omic,Alen,Omic,24,0,,0,,,13:43,2,4,50,0,0,0,2,4,50,0,0,0,1,4,5,0,0,0,0,0,2,2,4,4,0,-7,4,A. Omic,2:79
week05,2715235,GLINT MANISA BASKET vs YUKATEL MERKEZEFENDI BELEDIYESI BASKET,2,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,13,J. Hawkins,Javontae Aaron,Hawkins,31,1,1.0,0,,,17:27,3,6,50,1,2,50,2,4,50,3,4,75,0,0,0,1,0,2,0,0,4,2,10,3,1,3,4,J. Hawkins,2:13
week05,2715235,GLINT MANISA BASKET vs YUKATEL MERKEZEFENDI BELEDIYESI BASKET,2,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,5,M. Agva,Mahir,Agva,46,1,,0,,,24:47,1,5,20,0,2,0,1,3,33,0,0,0,7,2,9,2,2,0,0,1,5,2,2,0,0,-4,2,M. Agva,2:5
week05,2715235,GLINT MANISA BASKET vs YUKATEL MERKEZEFENDI BELEDIYESI BASKET,2,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,4,E. Paltaci,Erbey Kemal,Paltaci,77,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E. Paltaci,2:4
week05,2715236,TRABZONSPOR vs ANADOLU EFES,1,TRABZONSPOR,TRB,11,M. Reed,Marcquise Deandre,Reed,0,1,,1,,,28:59,9,15,60,0,3,0,9,12,75,5,5,100,3,1,4,7,2,1,0,2,2,5,23,0,4,-4,16,M. Reed,1:11
week05,2715236,TRABZONSPOR vs ANADOLU EFES,1,TRABZONSPOR,TRB,14,D. Grant,Denove Octavon,Grant,1,0,,1,,,17:41,2,8,25,1,5,20,1,3,33,2,2,100,1,1,2,2,4,0,0,0,4,3,7,2,0,-4,2,D. Grant,1:14
week05,2715236,TRABZONSPOR vs ANADOLU EFES,1,TRABZONSPOR,TRB,10,T. Tinkle,Tres Anthony,Tinkle,3,1,,0,,,17:14,3,5,60,0,2,0,3,3,100,2,2,100,2,1,3,0,0,0,0,0,1,1,8,2,0,-3,6,T. Tinkle,1:10
week05,2715236,TRABZONSPOR vs ANADOLU EFES,1,TRABZONSPOR,TRB,4,I. Ulusoy,Ismail Cem,Ulusoy,5,1,1.0,0,,,18:29,0,4,0,0,1,0,0,3,0,0,0,0,1,0,1,4,1,3,0,0,2,3,0,0,0,-5,0,I. Ulusoy,1:4
week05,2715236,TRABZONSPOR vs ANADOLU EFES,1,TRABZONSPOR,TRB,6,A. Güney,Alican,Güney,7,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Güney,1:6
week05,2715236,TRABZONSPOR vs ANADOLU EFES,1,TRABZONSPOR,TRB,3,B. Demir,Berk,Demir,11,0,,1,,,22:29,4,6,66,3,5,60,1,1,100,0,0,0,4,0,4,2,1,0,1,0,3,0,11,0,3,-1,2,B. Demir,1:3
week05,2715236,TRABZONSPOR vs ANADOLU EFES,1,TRABZONSPOR,TRB,5,O. Ulubay,Okben,Ulubay,13,1,,0,,,18:33,3,6,50,2,4,50,1,2,50,0,0,0,0,1,1,0,1,0,0,0,1,1,8,5,0,-1,2,O. Ulubay,1:5
week05,2715236,TRABZONSPOR vs ANADOLU EFES,1,TRABZONSPOR,TRB,12,A. Yeboah,Akwasi Abeyie,Yeboah,15,0,,1,,,21:44,1,5,20,1,4,25,0,1,0,0,0,0,2,0,2,0,1,1,0,0,3,0,3,0,3,-9,0,A. Yeboah,1:12
week05,2715236,TRABZONSPOR vs ANADOLU EFES,1,TRABZONSPOR,TRB,42,T. Taylor,Tony Christopher,Taylor,21,0,,0,,,14:51,1,4,25,0,1,0,1,3,33,0,0,0,1,0,1,2,0,1,0,0,2,1,2,0,0,-1,2,T. Taylor,1:42
week05,2715236,TRABZONSPOR vs ANADOLU EFES,1,TRABZONSPOR,TRB,13,K. Silins,Karlis,Silins,25,0,,0,,,14:01,1,4,25,0,2,0,1,2,50,0,0,0,1,0,1,0,1,0,0,0,3,1,2,0,0,-6,2,K. Silins,1:13
week05,2715236,TRABZONSPOR vs ANADOLU EFES,1,TRABZONSPOR,TRB,1,D. Engindeniz,Dorukhan,Engindeniz,30,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D. Engindeniz,1:1
week05,2715236,TRABZONSPOR vs ANADOLU EFES,1,TRABZONSPOR,TRB,9,A. Delgado Astacio,Angel Luis,Delgado Astacio,31,1,,1,,,25:59,3,6,50,0,0,0,3,6,50,4,6,66,4,2,6,2,0,0,0,1,4,6,10,2,2,-1,6,A. Delgado Astacio,1:9
week05,2715236,TRABZONSPOR vs ANADOLU EFES,2,ANADOLU EFES,EFS,72,R. Beaubois,Rodrigue,Beaubois,1,0,1.0,0,,,14:22,0,5,0,0,3,0,0,2,0,2,4,50,0,0,0,1,2,0,1,0,4,2,2,0,0,11,0,R. Beaubois,2:72
week05,2715236,TRABZONSPOR vs ANADOLU EFES,2,ANADOLU EFES,EFS,81,S. Hazer,Sehmus,Hazer,2,1,,1,,,28:05,7,9,77,1,1,100,6,8,75,4,6,66,5,1,6,6,3,4,0,1,2,6,19,0,8,5,10,S. Hazer,2:81
week05,2715236,TRABZONSPOR vs ANADOLU EFES,2,ANADOLU EFES,EFS,92,J. Loyd,Jordan ,Loyd,3,1,,1,,,24:14,3,5,60,2,3,66,1,2,50,0,0,0,1,0,1,1,2,1,1,0,1,2,8,0,2,4,0,J. Loyd,2:92
week05,2715236,TRABZONSPOR vs ANADOLU EFES,2,ANADOLU EFES,EFS,45,R. Fenemen,Rüzgar,Fenemen,6,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R. Fenemen,2:45
week05,2715236,TRABZONSPOR vs ANADOLU EFES,2,ANADOLU EFES,EFS,86,R. Smits,Rolands,Smits,11,0,,1,,,25:38,3,5,60,1,2,50,2,3,66,1,2,50,5,1,6,0,1,1,0,0,3,1,8,4,0,12,4,R. Smits,2:86
week05,2715236,TRABZONSPOR vs ANADOLU EFES,2,ANADOLU EFES,EFS,73,B. Dessert,Brice ,Dessert,13,1,,0,,,14:58,2,2,100,0,0,0,2,2,100,0,4,0,0,0,0,0,1,0,0,0,2,3,4,0,2,0,4,B. Dessert,2:73
week05,2715236,TRABZONSPOR vs ANADOLU EFES,2,ANADOLU EFES,EFS,74,P. Dozier ,Pj,Dozier ,15,0,,1,,,25:33,5,12,41,0,5,0,5,7,71,3,4,75,5,1,6,3,1,0,0,0,2,4,13,0,0,5,4,P. Dozier ,2:74
week05,2715236,TRABZONSPOR vs ANADOLU EFES,2,ANADOLU EFES,EFS,71,B. Yildizli,Burak Can,Yildizli,19,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B. Yildizli,2:71
week05,2715236,TRABZONSPOR vs ANADOLU EFES,2,ANADOLU EFES,EFS,75,C. Swider,Cole ,Swider,21,1,,0,,,18:45,2,7,28,2,6,33,0,1,0,5,5,100,3,0,3,0,0,0,0,0,0,3,11,0,6,0,0,C. Swider,2:75
week05,2715236,TRABZONSPOR vs ANADOLU EFES,2,ANADOLU EFES,EFS,82,S. Mutaf,Sarper David,Mutaf,23,0,,0,,,10:56,1,2,50,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-2,0,S. Mutaf,2:82
week05,2715236,TRABZONSPOR vs ANADOLU EFES,2,ANADOLU EFES,EFS,80,E. Yilmaz,Erkan,Yilmaz,33,1,,1,,,22:14,2,3,66,0,0,0,2,3,66,2,4,50,4,2,6,3,1,2,0,0,3,3,6,2,0,1,4,E. Yilmaz,2:80
week05,2715236,TRABZONSPOR vs ANADOLU EFES,2,ANADOLU EFES,EFS,91,K. Jones,Kai ,Jones,88,0,,0,,,15:15,3,3,100,0,0,0,3,3,100,1,1,100,2,1,3,2,1,0,1,0,4,1,7,0,3,-1,6,K. Jones,2:91
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,1,FENERBAHÇE BEKO,FBB,99,A. Bacot Jr,Armando Linwood,Bacot Jr,0,1,,1,,,19:38,2,4,50,0,0,0,2,4,50,5,5,100,2,1,3,2,0,1,1,0,3,4,9,2,0,6,4,A. Bacot Jr,1:99
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,1,FENERBAHÇE BEKO,FBB,77,J. Birsen,James Metecan,Birsen,1,0,,1,,,21:28,4,5,80,2,3,66,2,2,100,2,2,100,4,0,4,1,1,0,0,0,4,2,12,0,0,-2,2,J. Birsen,1:77
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,1,FENERBAHÇE BEKO,FBB,100,S. Vilbekin,Scott Jordan,Vilbekin,3,0,,0,,,17:22,3,6,50,3,6,50,0,0,0,0,0,0,1,0,1,3,0,1,0,0,1,0,9,0,3,2,0,S. Vilbekin,1:100
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,1,FENERBAHÇE BEKO,FBB,92,N. Melli,Nicolo,Melli,4,0,,0,,,11:01,1,1,100,1,1,100,0,0,0,0,0,0,3,1,4,1,0,0,0,0,2,0,3,3,0,2,0,N. Melli,1:92
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,1,FENERBAHÇE BEKO,FBB,78,M. Eksioglu,Mert Emre,Eksioglu,5,0,,0,,,10:56,1,4,25,1,1,100,0,3,0,0,0,0,1,1,2,1,2,0,0,0,1,1,3,0,0,8,0,M. Eksioglu,1:78
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,1,FENERBAHÇE BEKO,FBB,96,T. Tucker,Talen Jalee,Tucker,8,0,,0,,,15:40,4,7,57,1,3,33,3,4,75,2,4,50,1,0,1,4,3,1,1,0,2,2,11,0,2,4,6,T. Tucker,1:96
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,1,FENERBAHÇE BEKO,FBB,76,M. Mahmutoglu,Melih,Mahmutoglu,10,1,1.0,1,,,15:13,2,5,40,1,2,50,1,3,33,0,0,0,1,0,1,1,2,0,0,0,2,1,5,0,0,0,2,M. Mahmutoglu,1:76
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,1,FENERBAHÇE BEKO,FBB,79,T. Biberoviç,Tarik,Biberoviç,13,1,,1,,,25:07,5,7,71,3,4,75,2,3,66,1,1,100,4,0,4,2,3,0,0,0,2,2,14,6,0,7,0,T. Biberoviç,1:79
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,1,FENERBAHÇE BEKO,FBB,89,O. Bitim,Onuralp,Bitim,17,0,,1,,,19:14,4,9,44,2,6,33,2,3,66,2,2,100,1,3,4,1,2,0,0,0,3,2,12,3,0,-6,2,O. Bitim,1:89
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,1,FENERBAHÇE BEKO,FBB,98,M. Jantunen,Mikael Olli Axel,Jantunen,18,1,,0,,,18:07,2,6,33,0,3,0,2,3,66,2,2,100,3,0,3,1,1,1,0,1,1,3,6,0,0,7,4,M. Jantunen,1:98
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,1,FENERBAHÇE BEKO,FBB,95,D. Hall,Devon Howard,Hall,20,1,,0,,,16:53,3,8,37,1,4,25,2,4,50,1,1,100,3,1,4,4,2,1,0,0,1,2,8,6,0,12,4,D. Hall,1:95
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,1,FENERBAHÇE BEKO,FBB,91,K. Birch,Khem,Birch,92,0,,0,,,9:21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,1,0,0,0,0,0,0,K. Birch,1:91
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,2,TÜRK TELEKOM,TTK,80,M. Devoe,Michael Jaden,Devoe,0,0,,0,,,13:20,1,4,25,0,1,0,1,3,33,1,2,50,0,0,0,3,2,2,0,0,3,3,3,0,2,-7,2,M. Devoe,2:80
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,2,TÜRK TELEKOM,TTK,75,K. Allman,Kyle Lindsay,Allman,1,0,,1,,,26:37,4,10,40,2,3,66,2,7,28,11,12,91,2,0,2,4,0,1,0,1,0,6,21,0,3,4,2,K. Allman,2:75
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,2,TÜRK TELEKOM,TTK,7,B. Durmaz,Berkan,Durmaz,3,0,,0,,,12:29,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-6,0,B. Durmaz,2:7
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,2,TÜRK TELEKOM,TTK,6,E. Kosut,Emircan,Kosut,5,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E. Kosut,2:6
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,2,TÜRK TELEKOM,TTK,3,A. Kahraman,Ata,Kahraman,6,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Kahraman,2:3
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,2,TÜRK TELEKOM,TTK,87,K. Alexander,Kyle John Solomon,Alexander,7,1,,1,,,24:53,5,6,83,0,1,0,5,5,100,3,4,75,2,1,3,2,0,1,1,0,1,3,13,1,2,-11,8,K. Alexander,2:87
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,2,TÜRK TELEKOM,TTK,74,J. Usher,Jordan Emanuel ,Usher,8,1,,0,,,23:05,3,6,50,0,1,0,3,5,60,2,2,100,4,0,4,0,1,1,0,0,1,1,8,0,4,-8,6,J. Usher,2:74
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,2,TÜRK TELEKOM,TTK,77,J. Smith,Jaleen Devon,Smith,9,1,,1,,,20:41,5,10,50,3,6,50,2,4,50,0,0,0,0,0,0,0,3,2,0,0,3,2,13,0,5,-8,2,J. Smith,2:77
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,2,TÜRK TELEKOM,TTK,76,M. Simonovic,Marko,Simonovic,11,1,,0,,,21:23,2,4,50,0,2,0,2,2,100,0,0,0,3,1,4,2,0,1,0,0,3,0,4,2,4,-9,4,M. Simonovic,2:76
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,2,TÜRK TELEKOM,TTK,5,D. Özdemiroglu,Dogus,Özdemiroglu,18,1,1.0,0,,,24:29,3,8,37,1,3,33,2,5,40,4,6,66,1,0,1,5,2,0,0,0,4,5,11,0,0,-12,4,D. Özdemiroglu,2:5
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,2,TÜRK TELEKOM,TTK,8,Y. Gültekin,Yavuz,Gültekin,19,0,,1,,,10:22,1,2,50,0,1,0,1,1,100,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,2,9,2,Y. Gültekin,2:8
week05,2715237,FENERBAHÇE BEKO vs TÜRK TELEKOM ,2,TÜRK TELEKOM,TTK,78,K. Bankston,Kristeon Lamar,Bankston,30,0,,1,,,22:41,3,4,75,0,0,0,3,4,75,3,4,75,6,1,7,0,1,3,0,1,1,2,9,1,2,8,6,K. Bankston,2:78
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,1,GALATASARAY MCT TECHNIC,GSM,106,J. Robinson Jr,Jerome Emanuel,Robinson Jr,1,1,,1,,,26:14,4,9,44,1,5,20,3,4,75,0,0,0,2,2,4,1,0,3,1,0,2,0,9,2,2,18,6,J. Robinson Jr,1:106
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,1,GALATASARAY MCT TECHNIC,GSM,72,Z. Tekin,Zekeriya Yigit,Tekin,4,1,,1,,,18:53,4,7,57,1,3,33,3,4,75,0,0,0,0,1,1,2,0,2,1,0,2,1,9,0,2,6,6,Z. Tekin,1:72
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,1,GALATASARAY MCT TECHNIC,GSM,42,Y. Alisan,Yaman,Alisan,6,0,,1,,,1:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2,0,Y. Alisan,1:42
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,1,GALATASARAY MCT TECHNIC,GSM,109,W. Cummings,William,Cummings,7,0,1.0,0,,,24:08,6,9,66,1,3,33,5,6,83,1,1,100,3,1,4,8,2,3,0,0,1,3,14,0,8,17,10,W. Cummings,1:109
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,1,GALATASARAY MCT TECHNIC,GSM,71,C. Korkmaz,Can,Korkmaz,8,0,,0,,,6:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,C. Korkmaz,1:71
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,1,GALATASARAY MCT TECHNIC,GSM,107,R. Meeks,Robinson Jr,Meeks,9,0,,1,,,18:60,6,8,75,3,5,60,3,3,100,2,2,100,0,0,0,0,0,0,0,0,1,1,17,2,2,9,6,R. Meeks,1:107
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,1,GALATASARAY MCT TECHNIC,GSM,103,J. Palmer Jr,James Alfred,Palmer Jr,12,1,,0,,,25:31,10,17,58,2,5,40,8,12,66,3,4,75,0,1,1,2,1,3,0,1,2,5,25,0,6,12,14,J. Palmer Jr,1:103
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,1,GALATASARAY MCT TECHNIC,GSM,39,C. Dalgali,Cihat Mertali,Dalgali,16,0,,0,,,0:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C. Dalgali,1:39
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,1,GALATASARAY MCT TECHNIC,GSM,38,A. Tuncer,Ahmet Bugrahan,Tuncer,19,0,,0,,,17:20,4,6,66,1,2,50,3,4,75,2,3,66,1,1,2,3,3,1,0,0,3,1,11,2,1,8,4,A. Tuncer,1:38
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,1,GALATASARAY MCT TECHNIC,GSM,105,F. Gillespie Ii,Frederick Maurice ,Gillespie Ii,33,1,,1,,,23:45,2,3,66,0,0,0,2,3,66,0,0,0,1,2,3,2,0,2,1,0,2,1,4,0,0,-3,4,F. Gillespie Ii,1:105
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,1,GALATASARAY MCT TECHNIC,GSM,104,F. White Jr,Fabian Christopher,White Jr,35,1,,0,,,21:04,3,7,42,0,3,0,3,4,75,3,3,100,4,1,5,0,1,1,1,0,1,2,9,2,0,11,4,F. White Jr,1:104
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,1,GALATASARAY MCT TECHNIC,GSM,99,M. Yasar,Muhsin,Yasar,77,0,,0,,,16:11,2,3,66,0,0,0,2,3,66,1,2,50,4,0,4,3,0,2,0,0,1,3,5,0,2,23,4,M. Yasar,1:99
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,2,KARŞIYAKA,KSK,93,C. Young,Cameron Jordan,Young,1,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C. Young,2:93
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,2,KARŞIYAKA,KSK,88,M. Moore,Michael Jarade,Moore,2,1,,1,,,33:33,9,12,75,6,8,75,3,4,75,2,2,100,1,0,1,3,2,0,1,0,4,1,26,3,10,-3,6,M. Moore,2:88
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,2,KARŞIYAKA,KSK,78,S. Geyik,Samet,Geyik,4,1,,0,,,29:43,5,9,55,0,1,0,5,8,62,1,2,50,6,2,8,5,3,1,0,1,3,2,11,4,0,-7,10,S. Geyik,2:78
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,2,KARŞIYAKA,KSK,96,M. Naumoski,Mihail,Naumoski,7,0,,0,,,0:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M. Naumoski,2:96
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,2,KARŞIYAKA,KSK,95,N. Gordic,Nemanja,Gordic,8,0,,0,,,23:33,3,5,60,1,2,50,2,3,66,1,3,33,3,1,4,2,2,0,0,0,0,3,8,0,0,-12,4,N. Gordic,2:95
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,2,KARŞIYAKA,KSK,86,C. Chiozza,Christopher Xavier,Chiozza,11,1,,1,,,25:34,1,6,16,1,4,25,0,2,0,0,0,0,0,0,0,9,4,1,0,1,2,2,3,0,3,-16,0,C. Chiozza,2:86
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,2,KARŞIYAKA,KSK,80,A. Güven,Akif Egemen,Güven,15,0,,1,,,10:13,1,1,100,0,0,0,1,1,100,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,-13,2,A. Güven,2:80
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,2,KARŞIYAKA,KSK,89,C. Manning Jr,Charles Maurice,Manning Jr,21,1,,0,,,26:57,5,9,55,0,1,0,5,8,62,0,0,0,2,0,2,3,2,0,0,0,1,0,10,2,2,-25,10,C. Manning Jr,2:89
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,2,KARŞIYAKA,KSK,85,R. Tarrant Jr,Ricky Lafredrick,Tarrant Jr,22,0,,1,,,6:58,2,2,100,2,2,100,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,6,0,0,1,0,R. Tarrant Jr,2:85
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,2,KARŞIYAKA,KSK,82,E. Özçelik,Ege,Özçelik,24,0,,0,,,3:25,0,1,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,-5,0,E. Özçelik,2:82
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,2,KARŞIYAKA,KSK,87,J. Alston,Justin Alexander,Alston,32,1,,0,,,21:02,3,9,33,2,3,66,1,6,16,0,0,0,2,3,5,1,1,1,0,0,3,0,8,2,0,-8,2,J. Alston,2:87
week05,2736926,GALATASARAY MCT TECHNIC vs KARSIYAKA,2,KARŞIYAKA,KSK,79,M. Celep,Mert,Celep,35,0,1.0,1,,,18:58,2,5,40,1,1,100,1,4,25,4,6,66,2,2,4,1,2,1,0,2,2,5,9,0,0,-12,2,M. Celep,2:79
week06,2715614,ESENLER EROKSPOR vs TOFAŞ,1,ESENLER EROKSPOR,ERK,26,J. Crawford,Jordon,Crawford,1,1,1.0,1,,,25:38,5,13,38,3,8,37,2,5,40,2,3,66,2,0,2,9,0,2,0,1,2,4,15,0,8,16,4,J. Crawford,1:26
week06,2715614,ESENLER EROKSPOR vs TOFAŞ,1,ESENLER EROKSPOR,ERK,60,K. Pangos,Kevin Joseph,Pangos,4,0,,0,,,14:22,1,4,25,0,2,0,1,2,50,0,0,0,1,0,1,5,0,1,0,0,4,1,2,0,2,6,2,K. Pangos,1:60
week06,2715614,ESENLER EROKSPOR vs TOFAŞ,1,ESENLER EROKSPOR,ERK,21,E. Gazi,Erten,Gazi,7,0,,1,,,7:53,0,0,0,0,0,0,0,0,0,2,2,100,0,0,0,0,0,0,0,0,0,1,2,0,0,-6,0,E. Gazi,1:21
week06,2715614,ESENLER EROKSPOR vs TOFAŞ,1,ESENLER EROKSPOR,ERK,25,L. Galloway,Langston ,Galloway,9,1,,0,,,17:54,4,13,30,2,7,28,2,6,33,2,2,100,2,1,3,2,0,0,0,0,1,1,12,3,4,11,4,L. Galloway,1:25
week06,2715614,ESENLER EROKSPOR vs TOFAŞ,1,ESENLER EROKSPOR,ERK,27,J. Simmons,Jeremy,Simmons,11,1,,0,,,20:05,4,5,80,0,0,0,4,5,80,1,2,50,6,3,9,1,1,0,0,0,1,1,9,4,2,17,8,J. Simmons,1:27
week06,2715614,ESENLER EROKSPOR vs TOFAŞ,1,ESENLER EROKSPOR,ERK,24,P. Cornelie,Petr  Willlam,Cornelie,12,1,,0,,,19:18,4,5,80,1,2,50,3,3,100,0,0,0,4,1,5,1,0,4,2,0,0,0,9,5,0,13,6,P. Cornelie,1:24
week06,2715614,ESENLER EROKSPOR vs TOFAŞ,1,ESENLER EROKSPOR,ERK,15,T. Akyazili,Thomas,Akyazili,14,0,,0,,,8:03,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,3,0,0,0,0,2,0,T. Akyazili,1:15
week06,2715614,ESENLER EROKSPOR vs TOFAŞ,1,ESENLER EROKSPOR,ERK,22,T. Thurman,Tre'shawn,Thurman,15,0,,1,,,21:27,4,7,57,2,2,100,2,5,40,3,4,75,3,1,4,1,2,1,0,0,2,2,13,3,2,7,4,T. Thurman,1:22
week06,2715614,ESENLER EROKSPOR vs TOFAŞ,1,ESENLER EROKSPOR,ERK,20,E. Arna,Egehan,Arna,18,1,,0,,,26:37,4,9,44,2,6,33,2,3,66,1,1,100,6,0,6,2,0,0,0,0,2,3,11,3,2,26,4,E. Arna,1:20
week06,2715614,ESENLER EROKSPOR vs TOFAŞ,1,ESENLER EROKSPOR,ERK,28,J. Love,Jermaine,Love,22,0,,1,,,19:33,4,6,66,2,3,66,2,3,66,1,1,100,1,0,1,1,1,0,0,0,3,1,11,0,5,11,2,J. Love,1:28
week06,2715614,ESENLER EROKSPOR vs TOFAŞ,1,ESENLER EROKSPOR,ERK,17,M. Akyel,Metehan,Akyel,41,0,,1,,,1:33,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-3,0,M. Akyel,1:17
week06,2715614,ESENLER EROKSPOR vs TOFAŞ,1,ESENLER EROKSPOR,ERK,19,A. Duverioglu,Ahmet,Duverioglu,44,0,,0,,,17:37,4,7,57,0,0,0,4,7,57,0,0,0,1,3,4,2,1,1,0,0,4,1,8,2,0,10,8,A. Duverioglu,1:19
week06,2715614,ESENLER EROKSPOR vs TOFAŞ,2,TOFAŞ,TOF,67,Ö. Cengiz,Özgür,Cengiz,1,0,,1,,,13:51,1,3,33,1,3,33,0,0,0,3,4,75,1,0,1,1,0,0,0,0,2,3,6,0,0,-11,0,Ö. Cengiz,2:67
