team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,TRABZONSPOR,611.1,736.0,"[3, 9, 11, 12, 14]",3|9|11|12|14,21,21,20,10,12,-2,47.61904761904762,60.0,4,05:07:00,4,00:00:00,64,69,74,81,Unknownx5,5,3|9|11|12|14,1:3|1:9|1:11|1:12|1:14,"[3, 9, 11, 12, 14]","['1:3', '1:9', '1:11', '1:12', '1:14']","['B. Demir', 'A. Delgado Astacio', 'M. Reed', 'A. Yeboah', 'D. Grant']",TRABZONSPOR
2,ANADOLU EFES,1.0,52.0,"[73, 75, 80, 81, 92]",73|75|80|81|92,10,10,11,0,5,-5,0.0,45.45454545454545,1,10:00:00,1,07:04:00,0,0,0,5,Unknownx5,5,73|75|80|81|92,2:73|2:75|2:80|2:81|2:92,"[73, 75, 80, 81, 92]","['2:73', '2:75', '2:80', '2:81', '2:92']","['B. Dessert', 'C. Swider', 'E. Yilmaz', 'S. Hazer', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,52.1,68.0,"[72, 73, 74, 75, 80]",72|73|74|75|80,1,1,2,2,0,2,200.0,0.0,1,07:04:00,1,06:21:00,0,5,2,5,Unknownx5,5,72|73|74|75|80,2:72|2:73|2:74|2:75|2:80,"[72, 73, 74, 75, 80]","['2:72', '2:73', '2:74', '2:75', '2:80']","['R. Beaubois', 'B. Dessert', 'P. Dozier ', 'C. Swider', 'E. Yilmaz']",ANADOLU EFES
2,ANADOLU EFES,68.1,84.0,"[72, 74, 80, 86, 91]",72|74|80|86|91,2,2,2,2,4,-2,100.0,200.0,1,06:21:00,1,05:00:00,2,5,4,9,Unknownx5,5,72|74|80|86|91,2:72|2:74|2:80|2:86|2:91,"[72, 74, 80, 86, 91]","['2:72', '2:74', '2:80', '2:86', '2:91']","['R. Beaubois', 'P. Dozier ', 'E. Yilmaz', 'R. Smits', 'K. Jones']",ANADOLU EFES
2,ANADOLU EFES,84.1,102.0,"[72, 74, 81, 86, 91]",72|74|81|86|91,3,3,3,4,2,2,133.33333333333334,66.66666666666667,1,05:00:00,1,04:16:00,4,9,8,11,Unknownx5,5,72|74|81|86|91,2:72|2:74|2:81|2:86|2:91,"[72, 74, 81, 86, 91]","['2:72', '2:74', '2:81', '2:86', '2:91']","['R. Beaubois', 'P. Dozier ', 'S. Hazer', 'R. Smits', 'K. Jones']",ANADOLU EFES
2,ANADOLU EFES,102.1,161.0,"[72, 81, 86, 91, 92]",72|81|86|91|92,9,9,9,8,4,4,88.88888888888889,44.44444444444444,1,04:16:00,1,00:56:10,8,11,16,15,Unknownx5,5,72|81|86|91|92,2:72|2:81|2:86|2:91|2:92,"[72, 81, 86, 91, 92]","['2:72', '2:81', '2:86', '2:91', '2:92']","['R. Beaubois', 'S. Hazer', 'R. Smits', 'K. Jones', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,161.1,180.0,"[72, 73, 74, 81, 86]",72|73|74|81|86,2,2,2,0,2,-2,0.0,100.0,1,00:56:10,1,00:16:70,16,15,16,17,Unknownx5,5,72|73|74|81|86,2:72|2:73|2:74|2:81|2:86,"[72, 73, 74, 81, 86]","['2:72', '2:73', '2:74', '2:81', '2:86']","['R. Beaubois', 'B. Dessert', 'P. Dozier ', 'S. Hazer', 'R. Smits']",ANADOLU EFES
2,ANADOLU EFES,180.1,195.0,"[72, 74, 80, 81, 86]",72|74|80|81|86,2,2,1,1,0,1,50.0,0.0,1,00:16:70,2,10:00:00,16,17,17,17,Unknownx5,5,72|74|80|81|86,2:72|2:74|2:80|2:81|2:86,"[72, 74, 80, 81, 86]","['2:72', '2:74', '2:80', '2:81', '2:86']","['R. Beaubois', 'P. Dozier ', 'E. Yilmaz', 'S. Hazer', 'R. Smits']",ANADOLU EFES
2,ANADOLU EFES,195.1,220.0,"[73, 74, 81, 86, 92]",73|74|81|86|92,4,4,4,6,0,6,150.0,0.0,2,10:00:00,2,08:14:00,17,17,23,17,Unknownx5,5,73|74|81|86|92,2:73|2:74|2:81|2:86|2:92,"[73, 74, 81, 86, 92]","['2:73', '2:74', '2:81', '2:86', '2:92']","['B. Dessert', 'P. Dozier ', 'S. Hazer', 'R. Smits', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,220.1,251.0,"[73, 74, 75, 81, 92]",73|74|75|81|92,5,5,6,0,8,-8,0.0,133.33333333333334,2,08:14:00,2,06:12:00,23,17,23,25,Unknownx5,5,73|74|75|81|92,2:73|2:74|2:75|2:81|2:92,"[73, 74, 75, 81, 92]","['2:73', '2:74', '2:75', '2:81', '2:92']","['B. Dessert', 'P. Dozier ', 'C. Swider', 'S. Hazer', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,251.1,263.0,"[72, 75, 81, 86, 92]",72|75|81|86|92,2,2,1,0,0,0,0.0,0.0,2,06:12:00,2,05:36:00,23,25,23,25,Unknownx5,5,72|75|81|86|92,2:72|2:75|2:81|2:86|2:92,"[72, 75, 81, 86, 92]","['2:72', '2:75', '2:81', '2:86', '2:92']","['R. Beaubois', 'C. Swider', 'S. Hazer', 'R. Smits', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,263.1,288.0,"[72, 75, 80, 81, 86]",72|75|80|81|86,5,5,5,2,0,2,40.0,0.0,2,05:36:00,2,04:27:00,23,25,25,25,Unknownx5,5,72|75|80|81|86,2:72|2:75|2:80|2:81|2:86,"[72, 75, 80, 81, 86]","['2:72', '2:75', '2:80', '2:81', '2:86']","['R. Beaubois', 'C. Swider', 'E. Yilmaz', 'S. Hazer', 'R. Smits']",ANADOLU EFES
2,ANADOLU EFES,288.1,309.0,"[72, 74, 75, 80, 86]",72|74|75|80|86,3,3,3,6,0,6,200.0,0.0,2,04:27:00,2,03:43:00,25,25,31,25,Unknownx5,5,72|74|75|80|86,2:72|2:74|2:75|2:80|2:86,"[72, 74, 75, 80, 86]","['2:72', '2:74', '2:75', '2:80', '2:86']","['R. Beaubois', 'P. Dozier ', 'C. Swider', 'E. Yilmaz', 'R. Smits']",ANADOLU EFES
2,ANADOLU EFES,309.1,331.0,"[74, 75, 80, 82, 86]",74|75|80|82|86,4,4,5,2,5,-3,50.0,100.0,2,03:43:00,2,01:40:00,31,25,33,30,Unknownx5,5,74|75|80|82|86,2:74|2:75|2:80|2:82|2:86,"[74, 75, 80, 82, 86]","['2:74', '2:75', '2:80', '2:82', '2:86']","['P. Dozier ', 'C. Swider', 'E. Yilmaz', 'S. Mutaf', 'R. Smits']",ANADOLU EFES
2,ANADOLU EFES,331.1,359.0,"[74, 75, 80, 82, 91]",74|75|80|82|91,5,5,5,4,5,-1,80.0,100.0,2,01:40:00,3,10:00:00,33,30,37,35,Unknownx5,5,74|75|80|82|91,2:74|2:75|2:80|2:82|2:91,"[74, 75, 80, 82, 91]","['2:74', '2:75', '2:80', '2:82', '2:91']","['P. Dozier ', 'C. Swider', 'E. Yilmaz', 'S. Mutaf', 'K. Jones']",ANADOLU EFES
2,ANADOLU EFES,359.1,418.0,"[73, 75, 80, 81, 92]",73|75|80|81|92,10,10,10,9,6,3,90.0,60.0,3,10:00:00,3,06:24:00,37,35,46,41,Unknownx5,5,73|75|80|81|92,2:73|2:75|2:80|2:81|2:92,"[73, 75, 80, 81, 92]","['2:73', '2:75', '2:80', '2:81', '2:92']","['B. Dessert', 'C. Swider', 'E. Yilmaz', 'S. Hazer', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,418.1,442.0,"[80, 81, 86, 91, 92]",80|81|86|91|92,3,3,3,0,4,-4,0.0,133.33333333333334,3,06:24:00,3,05:24:00,46,41,46,45,Unknownx5,5,80|81|86|91|92,2:80|2:81|2:86|2:91|2:92,"[80, 81, 86, 91, 92]","['2:80', '2:81', '2:86', '2:91', '2:92']","['E. Yilmaz', 'S. Hazer', 'R. Smits', 'K. Jones', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,442.1,455.0,"[74, 80, 86, 91, 92]",74|80|86|91|92,3,3,2,2,0,2,66.66666666666667,0.0,3,05:24:00,3,04:49:00,46,45,48,45,Unknownx5,5,74|80|86|91|92,2:74|2:80|2:86|2:91|2:92,"[74, 80, 86, 91, 92]","['2:74', '2:80', '2:86', '2:91', '2:92']","['P. Dozier ', 'E. Yilmaz', 'R. Smits', 'K. Jones', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,455.1,470.0,"[72, 74, 80, 86, 91]",72|74|80|86|91,3,3,3,2,4,-2,66.66666666666667,133.33333333333334,3,04:49:00,3,03:46:00,48,45,50,49,Unknownx5,5,72|74|80|86|91,2:72|2:74|2:80|2:86|2:91,"[72, 74, 80, 86, 91]","['2:72', '2:74', '2:80', '2:86', '2:91']","['R. Beaubois', 'P. Dozier ', 'E. Yilmaz', 'R. Smits', 'K. Jones']",ANADOLU EFES
2,ANADOLU EFES,470.1,527.0,"[72, 74, 82, 86, 91]",72|74|82|86|91,12,12,12,11,11,0,91.66666666666667,91.66666666666667,3,03:46:00,4,10:00:00,50,49,61,60,Unknownx5,5,72|74|82|86|91,2:72|2:74|2:82|2:86|2:91,"[72, 74, 82, 86, 91]","['2:72', '2:74', '2:82', '2:86', '2:91']","['R. Beaubois', 'P. Dozier ', 'S. Mutaf', 'R. Smits', 'K. Jones']",ANADOLU EFES
2,ANADOLU EFES,527.1,558.0,"[74, 81, 82, 86, 91]",74|81|82|86|91,2,2,3,2,2,0,100.0,66.66666666666667,4,10:00:00,4,08:23:00,61,60,63,62,Unknownx5,5,74|81|82|86|91,2:74|2:81|2:82|2:86|2:91,"[74, 81, 82, 86, 91]","['2:74', '2:81', '2:82', '2:86', '2:91']","['P. Dozier ', 'S. Hazer', 'S. Mutaf', 'R. Smits', 'K. Jones']",ANADOLU EFES
2,ANADOLU EFES,558.1,588.0,"[73, 75, 81, 82, 92]",73|75|81|82|92,5,5,5,4,2,2,80.0,40.0,4,08:23:00,4,06:33:00,63,62,67,64,Unknownx5,5,73|75|81|82|92,2:73|2:75|2:81|2:82|2:92,"[73, 75, 81, 82, 92]","['2:73', '2:75', '2:81', '2:82', '2:92']","['B. Dessert', 'C. Swider', 'S. Hazer', 'S. Mutaf', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,588.1,615.0,"[73, 74, 75, 81, 92]",73|74|75|81|92,3,3,2,2,0,2,66.66666666666667,0.0,4,06:33:00,4,05:07:00,67,64,69,64,Unknownx5,5,73|74|75|81|92,2:73|2:74|2:75|2:81|2:92,"[73, 74, 75, 81, 92]","['2:73', '2:74', '2:75', '2:81', '2:92']","['B. Dessert', 'P. Dozier ', 'C. Swider', 'S. Hazer', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,615.1,696.0,"[74, 80, 81, 86, 92]",74|80|81|86|92,13,13,14,12,8,4,92.3076923076923,57.142857142857146,4,05:07:00,4,01:32:00,69,64,81,72,Unknownx5,5,74|80|81|86|92,2:74|2:80|2:81|2:86|2:92,"[74, 80, 81, 86, 92]","['2:74', '2:80', '2:81', '2:86', '2:92']","['P. Dozier ', 'E. Yilmaz', 'S. Hazer', 'R. Smits', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,696.1,702.0,"[74, 80, 81, 91, 92]",74|80|81|91|92,0,0,0,0,0,0,,,4,01:32:00,4,01:23:00,81,72,81,72,Unknownx5,5,74|80|81|91|92,2:74|2:80|2:81|2:91|2:92,"[74, 80, 81, 91, 92]","['2:74', '2:80', '2:81', '2:91', '2:92']","['P. Dozier ', 'E. Yilmaz', 'S. Hazer', 'K. Jones', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,702.1,736.0,"[74, 80, 81, 86, 92]",74|80|81|86|92,7,7,7,0,2,-2,0.0,28.571428571428573,4,01:23:00,4,00:00:00,81,72,81,74,Unknownx5,5,74|80|81|86|92,2:74|2:80|2:81|2:86|2:92,"[74, 80, 81, 86, 92]","['2:74', '2:80', '2:81', '2:86', '2:92']","['P. Dozier ', 'E. Yilmaz', 'S. Hazer', 'R. Smits', 'J. Loyd']",ANADOLU EFES
