team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,TÜRK TELEKOM,334.1,391.0,"[5, 7, 74, 75, 87]",5|7|74|75|87,11,11,10,9,3,6,81.81818181818181,30.0,3,09:37:00,3,05:51:00,37,32,46,35,Unknownx5,5,5|7|74|75|87,1:5|1:7|1:74|1:75|1:87,"[5, 7, 74, 75, 87]","['1:5', '1:7', '1:74', '1:75', '1:87']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'K. Allman', 'K. Alexander']",TÜRK TELEKOM
1,TÜRK TELEKOM,391.1,412.0,"[5, 7, 74, 75, 78]",5|7|74|75|78,4,4,5,7,0,7,175.0,0.0,3,05:51:00,3,05:01:00,46,35,53,35,Unknownx5,5,5|7|74|75|78,1:5|1:7|1:74|1:75|1:78,"[5, 7, 74, 75, 78]","['1:5', '1:7', '1:74', '1:75', '1:78']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'K. Allman', 'K. Bankston']",TÜRK TELEKOM
1,TÜRK TELEKOM,412.1,435.0,"[7, 74, 75, 77, 78]",7|74|75|77|78,2,2,2,2,3,-1,100.0,150.0,3,05:01:00,3,04:06:00,53,35,55,38,Unknownx5,5,7|74|75|77|78,1:7|1:74|1:75|1:77|1:78,"[7, 74, 75, 77, 78]","['1:7', '1:74', '1:75', '1:77', '1:78']","['B. Durmaz', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
1,TÜRK TELEKOM,435.1,449.0,"[7, 8, 75, 77, 78]",7|8|75|77|78,3,3,2,2,0,2,66.66666666666667,0.0,3,04:06:00,3,03:31:00,55,38,57,38,Unknownx5,5,7|8|75|77|78,1:7|1:8|1:75|1:77|1:78,"[7, 8, 75, 77, 78]","['1:7', '1:8', '1:75', '1:77', '1:78']","['B. Durmaz', 'Y. Gültekin', 'K. Allman', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
1,TÜRK TELEKOM,449.1,464.0,"[8, 75, 76, 77, 78]",8|75|76|77|78,2,2,2,1,3,-2,50.0,150.0,3,03:31:00,3,03:10:00,57,38,58,41,Unknownx5,5,8|75|76|77|78,1:8|1:75|1:76|1:77|1:78,"[8, 75, 76, 77, 78]","['1:8', '1:75', '1:76', '1:77', '1:78']","['Y. Gültekin', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
1,TÜRK TELEKOM,464.1,486.0,"[3, 8, 76, 77, 78]",3|8|76|77|78,4,4,5,2,7,-5,50.0,140.0,3,03:10:00,3,01:14:00,58,41,60,48,Unknownx5,5,3|8|76|77|78,1:3|1:8|1:76|1:77|1:78,"[3, 8, 76, 77, 78]","['1:3', '1:8', '1:76', '1:77', '1:78']","['A. Kahraman', 'Y. Gültekin', 'M. Simonovic', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
1,TÜRK TELEKOM,486.1,521.0,"[5, 7, 74, 75, 87]",5|7|74|75|87,6,6,6,2,3,-1,33.333333333333336,50.0,3,01:14:00,4,09:05:00,60,48,62,51,Unknownx5,5,5|7|74|75|87,1:5|1:7|1:74|1:75|1:87,"[5, 7, 74, 75, 87]","['1:5', '1:7', '1:74', '1:75', '1:87']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'K. Allman', 'K. Alexander']",TÜRK TELEKOM
1,TÜRK TELEKOM,521.1,540.0,"[5, 7, 75, 77, 87]",5|7|75|77|87,5,5,4,0,1,-1,0.0,25.0,4,09:05:00,4,08:08:00,62,51,62,52,Unknownx5,5,5|7|75|77|87,1:5|1:7|1:75|1:77|1:87,"[5, 7, 75, 77, 87]","['1:5', '1:7', '1:75', '1:77', '1:87']","['D. Özdemiroglu', 'B. Durmaz', 'K. Allman', 'J. Smith', 'K. Alexander']",TÜRK TELEKOM
1,TÜRK TELEKOM,540.1,598.0,"[5, 75, 76, 77, 87]",5|75|76|77|87,7,7,8,10,3,7,142.85714285714286,37.5,4,08:08:00,4,04:35:00,62,52,72,55,Unknownx5,5,5|75|76|77|87,1:5|1:75|1:76|1:77|1:87,"[5, 75, 76, 77, 87]","['1:5', '1:75', '1:76', '1:77', '1:87']","['D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Alexander']",TÜRK TELEKOM
1,TÜRK TELEKOM,598.1,638.0,"[5, 75, 76, 77, 78]",5|75|76|77|78,3,3,3,2,0,2,66.66666666666667,0.0,4,04:35:00,4,02:55:00,72,55,74,55,Unknownx5,5,5|75|76|77|78,1:5|1:75|1:76|1:77|1:78,"[5, 75, 76, 77, 78]","['1:5', '1:75', '1:76', '1:77', '1:78']","['D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
1,TÜRK TELEKOM,638.1,655.0,"[5, 8, 76, 77, 78]",5|8|76|77|78,4,4,3,3,2,1,75.0,66.66666666666667,4,02:55:00,4,02:06:00,74,55,77,57,Unknownx5,5,5|8|76|77|78,1:5|1:8|1:76|1:77|1:78,"[5, 8, 76, 77, 78]","['1:5', '1:8', '1:76', '1:77', '1:78']","['D. Özdemiroglu', 'Y. Gültekin', 'M. Simonovic', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
1,TÜRK TELEKOM,655.1,703.0,"[3, 8, 76, 77, 78]",3|8|76|77|78,5,5,5,8,4,4,160.0,80.0,4,02:06:00,4,00:00:00,77,57,85,61,Unknownx5,5,3|8|76|77|78,1:3|1:8|1:76|1:77|1:78,"[3, 8, 76, 77, 78]","['1:3', '1:8', '1:76', '1:77', '1:78']","['A. Kahraman', 'Y. Gültekin', 'M. Simonovic', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
2,ALIAGA PETKIM SPOR,1.0,93.0,"[42, 64, 65, 67, 68]",42|64|65|67|68,19,19,19,13,8,5,68.42105263157895,42.10526315789474,1,10:00:00,1,03:13:00,0,0,13,8,Unknownx5,5,42|64|65|67|68,2:42|2:64|2:65|2:67|2:68,"[42, 64, 65, 67, 68]","['2:42', '2:64', '2:65', '2:67', '2:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,93.1,117.0,"[42, 65, 66, 68, 98]",42|65|66|68|98,3,3,4,0,2,-2,0.0,50.0,1,03:13:00,1,01:14:00,13,8,13,10,Unknownx5,5,42|65|66|68|98,2:42|2:65|2:66|2:68|2:98,"[42, 65, 66, 68, 98]","['2:42', '2:65', '2:66', '2:68', '2:98']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'Y. Franke', 'P. Scrubb']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,117.1,145.0,"[43, 66, 68, 70, 98]",43|66|68|70|98,4,4,4,2,6,-4,50.0,150.0,1,01:14:00,2,10:00:00,13,10,15,16,Unknownx5,5,43|66|68|70|98,2:43|2:66|2:68|2:70|2:98,"[43, 66, 68, 70, 98]","['2:43', '2:66', '2:68', '2:70', '2:98']","['M. Kurtuldum', 'J. Floyd', 'Y. Franke', 'U. Utomi', 'P. Scrubb']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,145.1,172.0,"[43, 66, 67, 70, 98]",43|66|67|70|98,5,5,4,0,0,0,0.0,0.0,2,10:00:00,2,08:41:00,15,16,15,16,Unknownx5,5,43|66|67|70|98,2:43|2:66|2:67|2:70|2:98,"[43, 66, 67, 70, 98]","['2:43', '2:66', '2:67', '2:70', '2:98']","['M. Kurtuldum', 'J. Floyd', 'D. Efianayi Jr', 'U. Utomi', 'P. Scrubb']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,172.1,207.0,"[43, 64, 67, 70, 98]",43|64|67|70|98,7,7,7,8,2,6,114.28571428571429,28.571428571428573,2,08:41:00,2,06:10:00,15,16,23,18,Unknownx5,5,43|64|67|70|98,2:43|2:64|2:67|2:70|2:98,"[43, 64, 67, 70, 98]","['2:43', '2:64', '2:67', '2:70', '2:98']","['M. Kurtuldum', 'M. Sajus', 'D. Efianayi Jr', 'U. Utomi', 'P. Scrubb']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,207.1,222.0,"[43, 44, 64, 67, 98]",43|44|64|67|98,2,2,3,3,5,-2,150.0,166.66666666666666,2,06:10:00,2,04:41:00,23,18,26,23,Unknownx5,5,43|44|64|67|98,2:43|2:44|2:64|2:67|2:98,"[43, 44, 64, 67, 98]","['2:43', '2:44', '2:64', '2:67', '2:98']","['M. Kurtuldum', 'T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'P. Scrubb']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,222.1,245.0,"[43, 44, 64, 68, 98]",43|44|64|68|98,6,6,5,0,4,-4,0.0,80.0,2,04:41:00,2,03:34:00,26,23,26,27,Unknownx5,5,43|44|64|68|98,2:43|2:44|2:64|2:68|2:98,"[43, 44, 64, 68, 98]","['2:43', '2:44', '2:64', '2:68', '2:98']","['M. Kurtuldum', 'T. Sav', 'M. Sajus', 'Y. Franke', 'P. Scrubb']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,245.1,255.0,"[42, 43, 44, 64, 67]",42|43|44|64|67,0,0,0,0,0,0,,,2,03:34:00,2,03:14:00,26,27,26,27,Unknownx5,5,42|43|44|64|67,2:42|2:43|2:44|2:64|2:67,"[42, 43, 44, 64, 67]","['2:42', '2:43', '2:44', '2:64', '2:67']","['Y. Sonsirma', 'M. Kurtuldum', 'T. Sav', 'M. Sajus', 'D. Efianayi Jr']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,255.1,289.0,"[42, 44, 64, 67, 70]",42|44|64|67|70,5,5,5,4,7,-3,80.0,140.0,2,03:14:00,2,01:49:00,26,27,30,34,Unknownx5,5,42|44|64|67|70,2:42|2:44|2:64|2:67|2:70,"[42, 44, 64, 67, 70]","['2:42', '2:44', '2:64', '2:67', '2:70']","['Y. Sonsirma', 'T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,289.1,329.0,"[42, 64, 65, 67, 70]",42|64|65|67|70,3,3,3,2,3,-1,66.66666666666667,100.0,2,01:49:00,3,10:00:00,30,34,32,37,Unknownx5,5,42|64|65|67|70,2:42|2:64|2:65|2:67|2:70,"[42, 64, 65, 67, 70]","['2:42', '2:64', '2:65', '2:67', '2:70']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,329.1,360.0,"[42, 64, 65, 67, 98]",42|64|65|67|98,4,4,5,0,6,-6,0.0,120.0,3,10:00:00,3,07:56:00,32,37,32,43,Unknownx5,5,42|64|65|67|98,2:42|2:64|2:65|2:67|2:98,"[42, 64, 65, 67, 98]","['2:42', '2:64', '2:65', '2:67', '2:98']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'P. Scrubb']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,360.1,376.0,"[42, 64, 65, 67, 68]",42|64|65|67|68,4,4,3,0,3,-3,0.0,100.0,3,07:56:00,3,06:51:00,32,43,32,46,Unknownx5,5,42|64|65|67|68,2:42|2:64|2:65|2:67|2:68,"[42, 64, 65, 67, 68]","['2:42', '2:64', '2:65', '2:67', '2:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,376.1,421.0,"[44, 64, 67, 68, 98]",44|64|67|68|98,8,8,9,3,9,-6,37.5,100.0,3,06:51:00,3,04:24:00,32,46,35,55,Unknownx5,5,44|64|67|68|98,2:44|2:64|2:67|2:68|2:98,"[44, 64, 67, 68, 98]","['2:44', '2:64', '2:67', '2:68', '2:98']","['T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,421.1,451.0,"[42, 64, 67, 68, 70]",42|64|67|68|70,3,3,3,3,2,1,100.0,66.66666666666667,3,04:24:00,3,03:31:00,35,55,38,57,Unknownx5,5,42|64|67|68|70,2:42|2:64|2:67|2:68|2:70,"[42, 64, 67, 68, 70]","['2:42', '2:64', '2:67', '2:68', '2:70']","['Y. Sonsirma', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,451.1,496.0,"[42, 66, 68, 70, 98]",42|66|68|70|98,7,7,6,10,3,7,142.85714285714286,50.0,3,03:31:00,3,01:14:00,38,57,48,60,Unknownx5,5,42|66|68|70|98,2:42|2:66|2:68|2:70|2:98,"[42, 66, 68, 70, 98]","['2:42', '2:66', '2:68', '2:70', '2:98']","['Y. Sonsirma', 'J. Floyd', 'Y. Franke', 'U. Utomi', 'P. Scrubb']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,496.1,509.0,"[43, 66, 68, 70, 98]",43|66|68|70|98,3,3,4,0,2,-2,0.0,50.0,3,01:14:00,4,10:00:00,48,60,48,62,Unknownx5,5,43|66|68|70|98,2:43|2:66|2:68|2:70|2:98,"[43, 66, 68, 70, 98]","['2:43', '2:66', '2:68', '2:70', '2:98']","['M. Kurtuldum', 'J. Floyd', 'Y. Franke', 'U. Utomi', 'P. Scrubb']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,509.1,552.0,"[42, 66, 67, 68, 70]",42|66|67|68|70,9,9,8,4,2,2,44.44444444444444,25.0,4,10:00:00,4,07:34:00,48,62,52,64,Unknownx5,5,42|66|67|68|70,2:42|2:66|2:67|2:68|2:70,"[42, 66, 67, 68, 70]","['2:42', '2:66', '2:67', '2:68', '2:70']","['Y. Sonsirma', 'J. Floyd', 'D. Efianayi Jr', 'Y. Franke', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,552.1,562.0,"[42, 64, 67, 68, 70]",42|64|67|68|70,2,2,2,0,0,0,0.0,0.0,4,07:34:00,4,06:54:00,52,64,52,64,Unknownx5,5,42|64|67|68|70,2:42|2:64|2:67|2:68|2:70,"[42, 64, 67, 68, 70]","['2:42', '2:64', '2:67', '2:68', '2:70']","['Y. Sonsirma', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'U. Utomi']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,562.1,570.0,"[42, 64, 68, 70, 98]",42|64|68|70|98,1,1,1,0,0,0,0.0,0.0,4,06:54:00,4,06:49:00,52,64,52,64,Unknownx5,5,42|64|68|70|98,2:42|2:64|2:68|2:70|2:98,"[42, 64, 68, 70, 98]","['2:42', '2:64', '2:68', '2:70', '2:98']","['Y. Sonsirma', 'M. Sajus', 'Y. Franke', 'U. Utomi', 'P. Scrubb']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,570.1,626.0,"[42, 64, 65, 68, 98]",42|64|65|68|98,5,5,6,3,8,-5,60.0,133.33333333333334,4,06:49:00,4,03:31:00,52,64,55,72,Unknownx5,5,42|64|65|68|98,2:42|2:64|2:65|2:68|2:98,"[42, 64, 65, 68, 98]","['2:42', '2:64', '2:65', '2:68', '2:98']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'Y. Franke', 'P. Scrubb']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,626.1,676.0,"[44, 64, 67, 68, 98]",44|64|67|68|98,5,5,5,4,8,-4,80.0,160.0,4,03:31:00,4,01:09:00,55,72,59,80,Unknownx5,5,44|64|67|68|98,2:44|2:64|2:67|2:68|2:98,"[44, 64, 67, 68, 98]","['2:44', '2:64', '2:67', '2:68', '2:98']","['T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",ALIAGA PETKIM SPOR
2,ALIAGA PETKIM SPOR,676.1,703.0,"[44, 46, 64, 67, 68]",44|46|64|67|68,4,4,4,2,5,-3,50.0,125.0,4,01:09:00,4,00:00:00,59,80,61,85,Unknownx5,5,44|46|64|67|68,2:44|2:46|2:64|2:67|2:68,"[44, 46, 64, 67, 68]","['2:44', '2:46', '2:64', '2:67', '2:68']","['T. Sav', 'K. Soyuçayli', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke']",ALIAGA PETKIM SPOR
