team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
2,FENERBAHÇE BEKO,196.1,245.0,"[76, 79, 91, 93, 95]",5,76|79|91|93|95,"['2:76', '2:79', '2:91', '2:93', '2:95']","['M. Mahmutoglu', 'T. Biberoviç', 'K. Birch', 'B. Colson Ii', 'D. Hall']",2:76|2:79|2:91|2:93|2:95,Unknownx5,2,08:26:00,2,05:20:00,19,27,28,32
2,FENERBAHÇE BEKO,245.1,266.0,"[76, 79, 92, 95, 99]",5,76|79|92|95|99,"['2:76', '2:79', '2:92', '2:95', '2:99']","['M. Mahmutoglu', 'T. Biberoviç', 'N. Melli', 'D. Hall', 'A. Bacot Jr']",2:76|2:79|2:92|2:95|2:99,Unknownx5,2,05:20:00,2,04:02:00,28,32,31,34
2,FENERBAHÇE BEKO,266.1,279.0,"[76, 89, 92, 95, 99]",5,76|89|92|95|99,"['2:76', '2:89', '2:92', '2:95', '2:99']","['M. Mahmutoglu', 'O. Bitim', 'N. Melli', 'D. Hall', 'A. Bacot Jr']",2:76|2:89|2:92|2:95|2:99,Unknownx5,2,04:02:00,2,03:07:00,31,34,31,37
2,FENERBAHÇE BEKO,279.1,312.0,"[76, 78, 92, 94, 99]",5,76|78|92|94|99,"['2:76', '2:78', '2:92', '2:94', '2:99']","['M. Mahmutoglu', 'M. Eksioglu', 'N. Melli', 'W. Baldwin Iv', 'A. Bacot Jr']",2:76|2:78|2:92|2:94|2:99,Unknownx5,2,03:07:00,2,01:53:00,31,37,37,38
2,FENERBAHÇE BEKO,312.1,334.0,"[76, 78, 94, 98, 99]",5,76|78|94|98|99,"['2:76', '2:78', '2:94', '2:98', '2:99']","['M. Mahmutoglu', 'M. Eksioglu', 'W. Baldwin Iv', 'M. Jantunen', 'A. Bacot Jr']",2:76|2:78|2:94|2:98|2:99,Unknownx5,2,01:53:00,2,00:30:20,37,38,42,41
2,FENERBAHÇE BEKO,334.1,358.0,"[76, 79, 94, 98, 99]",5,76|79|94|98|99,"['2:76', '2:79', '2:94', '2:98', '2:99']","['M. Mahmutoglu', 'T. Biberoviç', 'W. Baldwin Iv', 'M. Jantunen', 'A. Bacot Jr']",2:76|2:79|2:94|2:98|2:99,Unknownx5,2,00:30:20,3,10:00:00,42,41,45,42
2,FENERBAHÇE BEKO,358.1,400.0,"[76, 79, 92, 95, 99]",5,76|79|92|95|99,"['2:76', '2:79', '2:92', '2:95', '2:99']","['M. Mahmutoglu', 'T. Biberoviç', 'N. Melli', 'D. Hall', 'A. Bacot Jr']",2:76|2:79|2:92|2:95|2:99,Unknownx5,3,10:00:00,3,07:21:00,45,42,51,44
2,FENERBAHÇE BEKO,400.1,427.0,"[79, 94, 95, 98, 99]",5,79|94|95|98|99,"['2:79', '2:94', '2:95', '2:98', '2:99']","['T. Biberoviç', 'W. Baldwin Iv', 'D. Hall', 'M. Jantunen', 'A. Bacot Jr']",2:79|2:94|2:95|2:98|2:99,Unknownx5,3,07:21:00,3,06:31:00,51,44,54,46
2,FENERBAHÇE BEKO,427.1,437.0,"[79, 93, 94, 98, 99]",5,79|93|94|98|99,"['2:79', '2:93', '2:94', '2:98', '2:99']","['T. Biberoviç', 'B. Colson Ii', 'W. Baldwin Iv', 'M. Jantunen', 'A. Bacot Jr']",2:79|2:93|2:94|2:98|2:99,Unknownx5,3,06:31:00,3,06:06:00,54,46,54,46
2,FENERBAHÇE BEKO,437.1,456.0,"[89, 93, 94, 98, 99]",5,89|93|94|98|99,"['2:89', '2:93', '2:94', '2:98', '2:99']","['O. Bitim', 'B. Colson Ii', 'W. Baldwin Iv', 'M. Jantunen', 'A. Bacot Jr']",2:89|2:93|2:94|2:98|2:99,Unknownx5,3,06:06:00,3,04:54:00,54,46,54,49
2,FENERBAHÇE BEKO,456.1,475.0,"[89, 91, 93, 94, 98]",5,89|91|93|94|98,"['2:89', '2:91', '2:93', '2:94', '2:98']","['O. Bitim', 'K. Birch', 'B. Colson Ii', 'W. Baldwin Iv', 'M. Jantunen']",2:89|2:91|2:93|2:94|2:98,Unknownx5,3,04:54:00,3,03:58:00,54,49,58,52
2,FENERBAHÇE BEKO,475.1,535.0,"[89, 91, 93, 94, 95]",5,89|91|93|94|95,"['2:89', '2:91', '2:93', '2:94', '2:95']","['O. Bitim', 'K. Birch', 'B. Colson Ii', 'W. Baldwin Iv', 'D. Hall']",2:89|2:91|2:93|2:94|2:95,Unknownx5,3,03:58:00,3,01:18:00,58,52,65,57
2,FENERBAHÇE BEKO,535.1,556.0,"[79, 89, 91, 93, 95]",5,79|89|91|93|95,"['2:79', '2:89', '2:91', '2:93', '2:95']","['T. Biberoviç', 'O. Bitim', 'K. Birch', 'B. Colson Ii', 'D. Hall']",2:79|2:89|2:91|2:93|2:95,Unknownx5,3,01:18:00,4,10:00:00,65,57,65,57
2,FENERBAHÇE BEKO,556.1,602.0,"[76, 79, 95, 98, 99]",5,76|79|95|98|99,"['2:76', '2:79', '2:95', '2:98', '2:99']","['M. Mahmutoglu', 'T. Biberoviç', 'D. Hall', 'M. Jantunen', 'A. Bacot Jr']",2:76|2:79|2:95|2:98|2:99,Unknownx5,4,10:00:00,4,06:45:00,65,57,72,61
2,FENERBAHÇE BEKO,602.1,628.0,"[76, 79, 94, 98, 99]",5,76|79|94|98|99,"['2:76', '2:79', '2:94', '2:98', '2:99']","['M. Mahmutoglu', 'T. Biberoviç', 'W. Baldwin Iv', 'M. Jantunen', 'A. Bacot Jr']",2:76|2:79|2:94|2:98|2:99,Unknownx5,4,06:45:00,4,05:34:00,72,61,75,65
2,FENERBAHÇE BEKO,628.1,643.0,"[76, 94, 95, 98, 99]",5,76|94|95|98|99,"['2:76', '2:94', '2:95', '2:98', '2:99']","['M. Mahmutoglu', 'W. Baldwin Iv', 'D. Hall', 'M. Jantunen', 'A. Bacot Jr']",2:76|2:94|2:95|2:98|2:99,Unknownx5,4,05:34:00,4,04:32:00,75,65,75,68
2,FENERBAHÇE BEKO,643.1,748.0,"[79, 94, 95, 98, 99]",5,79|94|95|98|99,"['2:79', '2:94', '2:95', '2:98', '2:99']","['T. Biberoviç', 'W. Baldwin Iv', 'D. Hall', 'M. Jantunen', 'A. Bacot Jr']",2:79|2:94|2:95|2:98|2:99,Unknownx5,4,04:32:00,4,00:00:00,75,68,87,78
