team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,ANADOLU EFES,662.1,728.0,"[71, 75, 80, 81, 82]",5,71|75|80|81|82,"['1:71', '1:75', '1:80', '1:81', '1:82']","['B. Yildizli', 'C. Swider', 'E. Yilmaz', 'S. Hazer', 'S. Mutaf']",1:71|1:75|1:80|1:81|1:82,Unknownx5,4,05:02:00,4,00:00:00,85,61,90,72
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,1.0,39.0,"[3, 5, 11, 12, 21]",5,3|5|11|12|21,"['2:3', '2:5', '2:11', '2:12', '2:21']","['E. Tanisan', 'M. Agva', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",2:3|2:5|2:11|2:12|2:21,Unknownx5,1,10:00:00,1,07:51:00,0,0,5,9
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,39.1,104.0,"[3, 10, 11, 12, 21]",5,3|10|11|12|21,"['2:3', '2:10', '2:11', '2:12', '2:21']","['E. Tanisan', 'J. Roberts', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",2:3|2:10|2:11|2:12|2:21,Unknownx5,1,07:51:00,1,04:22:00,5,9,10,22
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,104.1,146.0,"[7, 9, 10, 12, 13]",5,7|9|10|12|13,"['2:7', '2:9', '2:10', '2:12', '2:13']","['Ö. Ilyasoglu', 'R. Badzim', 'J. Roberts', 'M. Cazalon', 'J. Hawkins']",2:7|2:9|2:10|2:12|2:13,Unknownx5,1,04:22:00,1,01:54:00,10,22,16,28
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,146.1,163.0,"[7, 9, 10, 11, 13]",5,7|9|10|11|13,"['2:7', '2:9', '2:10', '2:11', '2:13']","['Ö. Ilyasoglu', 'R. Badzim', 'J. Roberts', 'S. Griffin', 'J. Hawkins']",2:7|2:9|2:10|2:11|2:13,Unknownx5,1,01:54:00,1,00:50:80,16,28,16,30
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,163.1,191.0,"[5, 7, 9, 11, 13]",5,5|7|9|11|13,"['2:5', '2:7', '2:9', '2:11', '2:13']","['M. Agva', 'Ö. Ilyasoglu', 'R. Badzim', 'S. Griffin', 'J. Hawkins']",2:5|2:7|2:9|2:11|2:13,Unknownx5,1,00:50:80,2,10:00:00,16,30,16,33
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,191.1,272.0,"[5, 9, 12, 13, 21]",5,5|9|12|13|21,"['2:5', '2:9', '2:12', '2:13', '2:21']","['M. Agva', 'R. Badzim', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",2:5|2:9|2:12|2:13|2:21,Unknownx5,2,10:00:00,2,05:16:00,16,33,29,42
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,272.1,290.0,"[3, 5, 11, 12, 21]",5,3|5|11|12|21,"['2:3', '2:5', '2:11', '2:12', '2:21']","['E. Tanisan', 'M. Agva', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",2:3|2:5|2:11|2:12|2:21,Unknownx5,2,05:16:00,2,04:21:00,29,42,29,42
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,290.1,358.0,"[3, 10, 11, 12, 21]",5,3|10|11|12|21,"['2:3', '2:10', '2:11', '2:12', '2:21']","['E. Tanisan', 'J. Roberts', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",2:3|2:10|2:11|2:12|2:21,Unknownx5,2,04:21:00,2,01:35:00,29,42,33,48
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,358.1,391.0,"[7, 10, 12, 13, 21]",5,7|10|12|13|21,"['2:7', '2:10', '2:12', '2:13', '2:21']","['Ö. Ilyasoglu', 'J. Roberts', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",2:7|2:10|2:12|2:13|2:21,Unknownx5,2,01:35:00,2,00:31:90,33,48,35,52
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,391.1,415.0,"[7, 9, 12, 13, 21]",5,7|9|12|13|21,"['2:7', '2:9', '2:12', '2:13', '2:21']","['Ö. Ilyasoglu', 'R. Badzim', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",2:7|2:9|2:12|2:13|2:21,Unknownx5,2,00:31:90,3,10:00:00,35,52,38,52
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,415.1,459.0,"[3, 5, 11, 12, 21]",5,3|5|11|12|21,"['2:3', '2:5', '2:11', '2:12', '2:21']","['E. Tanisan', 'M. Agva', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",2:3|2:5|2:11|2:12|2:21,Unknownx5,3,10:00:00,3,07:12:00,38,52,41,56
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,459.1,517.0,"[3, 5, 9, 12, 21]",5,3|5|9|12|21,"['2:3', '2:5', '2:9', '2:12', '2:21']","['E. Tanisan', 'M. Agva', 'R. Badzim', 'M. Cazalon', 'K. Smith Jr']",2:3|2:5|2:9|2:12|2:21,Unknownx5,3,07:12:00,3,03:25:00,41,56,44,71
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,517.1,534.0,"[5, 7, 9, 13, 21]",5,5|7|9|13|21,"['2:5', '2:7', '2:9', '2:13', '2:21']","['M. Agva', 'Ö. Ilyasoglu', 'R. Badzim', 'J. Hawkins', 'K. Smith Jr']",2:5|2:7|2:9|2:13|2:21,Unknownx5,3,03:25:00,3,01:59:00,44,71,47,73
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,534.1,573.0,"[7, 9, 10, 13, 21]",5,7|9|10|13|21,"['2:7', '2:9', '2:10', '2:13', '2:21']","['Ö. Ilyasoglu', 'R. Badzim', 'J. Roberts', 'J. Hawkins', 'K. Smith Jr']",2:7|2:9|2:10|2:13|2:21,Unknownx5,3,01:59:00,4,10:00:00,47,73,52,77
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,573.1,647.0,"[3, 9, 12, 13, 21]",5,3|9|12|13|21,"['2:3', '2:9', '2:12', '2:13', '2:21']","['E. Tanisan', 'R. Badzim', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",2:3|2:9|2:12|2:13|2:21,Unknownx5,4,10:00:00,4,05:52:00,52,77,61,85
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,647.1,666.0,"[5, 9, 12, 13, 21]",5,5|9|12|13|21,"['2:5', '2:9', '2:12', '2:13', '2:21']","['M. Agva', 'R. Badzim', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",2:5|2:9|2:12|2:13|2:21,Unknownx5,4,05:52:00,4,05:02:00,61,85,61,85
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,666.1,688.0,"[5, 11, 12, 13, 21]",5,5|11|12|13|21,"['2:5', '2:11', '2:12', '2:13', '2:21']","['M. Agva', 'S. Griffin', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",2:5|2:11|2:12|2:13|2:21,Unknownx5,4,05:02:00,4,04:22:00,61,85,63,85
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,688.1,728.0,"[4, 5, 11, 12, 13]",5,4|5|11|12|13,"['2:4', '2:5', '2:11', '2:12', '2:13']","['E. Paltaci', 'M. Agva', 'S. Griffin', 'M. Cazalon', 'J. Hawkins']",2:4|2:5|2:11|2:12|2:13,Unknownx5,4,04:22:00,4,00:00:00,63,85,72,90
